date,open,high,low,close,volume,foreign_ownership,code,name
2021-08-10,448500,480000,400500,454000,5121520,6.24,259960,Krafton
2021-08-11,444500,446000,405000,407000,1647759,5.7,259960,Krafton
2021-08-12,414000,420500,402000,406000,947958,5.55,259960,Krafton
2021-08-13,415000,445500,408500,437000,1669847,5.62,259960,Krafton
2021-08-17,433000,460000,423000,451500,1189500,5.76,259960,Krafton
2021-08-18,449000,480000,437000,469000,1168167,5.97,259960,Krafton
2021-08-19,472500,498500,469500,492500,1258932,6.08,259960,Krafton
2021-08-20,506000,510000,467500,491500,1100068,5.88,259960,Krafton
2021-08-23,492000,499500,480000,484500,462461,5.91,259960,Krafton
2021-08-24,487500,489000,455000,460000,651528,5.76,259960,Krafton
2021-08-25,462500,474000,434500,451000,547287,5.77,259960,Krafton
2021-08-26,455500,471500,449500,469500,356488,5.8,259960,Krafton
2021-08-27,473000,498000,463500,497000,779064,5.87,259960,Krafton
2021-08-30,494000,499500,485000,497000,358146,5.88,259960,Krafton
2021-08-31,480000,494500,470500,491500,409300,5.89,259960,Krafton
2021-09-01,487000,507000,487000,507000,529067,5.98,259960,Krafton
2021-09-02,505000,520000,491500,491500,573318,6.11,259960,Krafton
2021-09-03,495000,510000,489000,509000,338553,6.29,259960,Krafton
2021-09-06,500000,503000,478500,482500,400109,6.31,259960,Krafton
2021-09-07,477000,479000,461000,464500,331012,6.24,259960,Krafton
2021-09-08,467000,484500,466500,483500,334185,6.39,259960,Krafton
2021-09-09,480500,493500,474000,475000,766976,5.98,259960,Krafton
2021-09-10,465000,469000,440500,447000,832774,5.23,259960,Krafton
2021-09-13,449500,457000,439000,451500,255115,5.21,259960,Krafton
2021-09-14,449500,478500,449500,478000,270284,5.43,259960,Krafton
2021-09-15,475500,499500,470000,493500,343058,5.82,259960,Krafton
2021-09-16,491500,498000,484500,492000,225694,5.94,259960,Krafton
2021-09-17,495000,502000,488000,493500,236970,6.0,259960,Krafton
2021-09-23,485000,501000,483000,500000,307363,6.23,259960,Krafton
2021-09-24,504000,504000,488500,493000,212264,6.27,259960,Krafton
2021-09-27,489000,502000,489000,498000,206449,6.3,259960,Krafton
2021-09-28,497000,503000,494000,500000,258981,6.29,259960,Krafton
2021-09-29,492000,501000,478500,500000,262394,6.33,259960,Krafton
2021-09-30,500000,516000,497500,502000,383165,6.18,259960,Krafton
2021-10-01,502000,505000,493000,498000,170528,6.29,259960,Krafton
2021-10-05,493000,496000,461500,463000,325618,6.12,259960,Krafton
2021-10-06,471000,473000,448000,454000,242842,6.06,259960,Krafton
2021-10-07,460000,476000,457500,474000,174489,6.09,259960,Krafton
2021-10-08,471000,477000,466000,470000,105885,6.1,259960,Krafton
2021-10-12,468500,487000,464000,484000,161134,6.16,259960,Krafton
2021-10-13,485500,498500,485500,488000,184613,6.2,259960,Krafton
2021-10-14,491500,494500,478000,478500,189867,6.18,259960,Krafton
2021-10-15,478000,483500,467500,472500,236323,6.22,259960,Krafton
2021-10-18,476000,489500,471500,486000,178931,6.21,259960,Krafton
2021-10-19,489500,497000,487000,493500,147933,6.33,259960,Krafton
2021-10-20,498000,502000,484000,487000,281768,6.29,259960,Krafton
2021-10-21,488500,498000,487000,493000,176975,6.34,259960,Krafton
2021-10-22,496000,500000,480000,488000,198513,6.32,259960,Krafton
2021-10-25,497500,514000,481500,488000,496570,6.3,259960,Krafton
2021-10-26,490500,499500,486500,498000,172246,6.34,259960,Krafton
2021-10-27,499000,503000,488500,489500,135786,6.3,259960,Krafton
2021-10-28,487500,494000,472500,475000,203112,6.29,259960,Krafton
2021-10-29,475000,479500,467500,469500,127375,6.31,259960,Krafton
2021-11-01,472000,485000,472000,478000,131659,6.21,259960,Krafton
2021-11-02,481500,492500,481500,483500,106072,6.29,259960,Krafton
2021-11-03,484000,485500,471000,472000,135814,6.29,259960,Krafton
2021-11-04,475000,478500,464500,468000,152616,6.32,259960,Krafton
2021-11-05,468000,468500,450500,451000,246727,6.31,259960,Krafton
2021-11-08,441000,445500,428000,441500,249370,6.31,259960,Krafton
2021-11-09,438000,467500,437500,465500,275041,6.36,259960,Krafton
2021-11-10,465500,494000,463500,484500,546349,6.54,259960,Krafton
2021-11-11,487000,544000,476000,540000,1822609,6.67,259960,Krafton
2021-11-12,535000,554000,516000,547000,1351285,6.8,259960,Krafton
