date,event_day,return,market_return,industry_return,smb,hml,abnormal_return,asset,case,expected_return,cumulative_abnormal_return
2020-09-09,-5,0.03398475756648933,0.029375781875125684,0.02887517528384692,-0.0018,-0.0199,-0.0031507670336089685,ServiceNow,Snowflake IPO,0.0371355246000983,-0.0031507670336089685
2020-09-10,-4,-0.011392391152499792,-0.019936693707984565,-0.011840628609703224,0.0031,-0.0006,0.00889588999418214,ServiceNow,Snowflake IPO,-0.020288281146681932,0.005745122960573171
2020-09-11,-3,-0.015629833057941522,-0.006939796417249289,-0.00983655552588833,-0.0084,0.009,-0.005896248011204953,ServiceNow,Snowflake IPO,-0.009733585046736569,-0.00015112505063178197
2020-09-14,-2,0.027270679504604267,0.017415386365272623,0.0313673955122904,0.0118999999999999,-0.008,0.001689040442347585,ServiceNow,Snowflake IPO,0.025581639062256682,0.001537915391715803
2020-09-15,-1,0.03471161334895867,0.014173549369745908,0.02667003727385603,-0.0027,-0.0146,0.011542597706012549,ServiceNow,Snowflake IPO,0.02316901564294612,0.013080513097728352
2020-09-16,0,-0.03787235573492764,-0.01594643533993756,-0.01005115639383386,0.0076,0.0132,-0.019122179070357476,ServiceNow,Snowflake IPO,-0.018750176664570167,-0.006041665972629125
2020-09-17,1,-0.004846399485897157,-0.01562207587554254,-0.00944979318717823,0.0036,0.002,0.011514308040956368,ServiceNow,Snowflake IPO,-0.016360707526853525,0.005472642068327243
2020-09-18,2,-0.0015646310827208687,-0.012762696483998526,-0.0012157287766010882,0.0079,-0.0021,0.009293995448348573,ServiceNow,Snowflake IPO,-0.010858626531069442,0.014766637516675816
2020-09-21,3,0.019400155689564436,0.002398226327978481,0.02351446638162019,-0.0202,-0.019,0.00528873056756431,ServiceNow,Snowflake IPO,0.014111425122000126,0.020055368084240126
2020-09-22,4,0.01881439954898889,0.01857874860479991,0.017326530165900467,-0.0017,-0.016,-0.004962406166780977,ServiceNow,Snowflake IPO,0.02377680571576987,0.015092961917459149
2020-09-23,5,-0.021463296397207787,-0.03053437679373927,-0.02929795944282268,-0.0069999999999999,0.0016,0.013175138060394463,ServiceNow,Snowflake IPO,-0.03463843445760225,0.028268099977853612
2020-09-24,6,-0.0007600896201581664,0.004656310453044377,-0.00491116159051494,-0.0021,0.0038,-0.0026285380391564265,ServiceNow,Snowflake IPO,0.0018684484189982601,0.025639561938697184
2020-09-25,7,0.04314093205226088,0.023248737969021382,0.030743176672653916,0.0015,-0.0134,0.011571184128252227,ServiceNow,Snowflake IPO,0.031569747924008656,0.03721074606694941
2020-09-28,8,0.008833880697109553,0.020768944981377713,0.005149530550253023,0.0072,0.0105,-0.008111098621734987,ServiceNow,Snowflake IPO,0.01694497931884454,0.02909964744521442
2020-09-29,9,0.007785855108315198,-0.004509379310800421,-0.0020413465132084474,0.0075,-0.0132,0.010454495497625203,ServiceNow,Snowflake IPO,-0.0026686403893100043,0.039554142942839626
2020-09-30,10,-0.0061068144932854285,0.006849009049658683,0.035158310777601925,-0.0073,0.0016,-0.023957836840002956,ServiceNow,Snowflake IPO,0.017851022346717527,0.01559630610283667
2020-10-01,11,0.015505131986952359,0.015872457962266218,0.009949722414619722,0.0105,-0.0054,-0.0012549567924471997,ServiceNow,Snowflake IPO,0.016760088779399558,0.01434134931038947
2020-10-02,12,0.0012791303245978103,-0.02813109810949954,-0.010680772456667958,0.0108,0.0243,0.03209813506164161,ServiceNow,Snowflake IPO,-0.030819004737043795,0.046439484372031076
2020-10-05,13,0.017520069995809795,0.02132625917969344,0.01968985167251497,0.0102,-0.0009,-0.006347324693306913,ServiceNow,Snowflake IPO,0.023867394689116708,0.04009215967872416
2020-10-06,14,-0.02042690185982743,-0.017846944369797724,-0.0004520230674084913,0.0074,0.0025,-0.004989908538879373,ServiceNow,Snowflake IPO,-0.015436993320948056,0.03510225113984479
2020-10-07,15,0.017211227630347548,0.017299061281704997,0.02239608572314916,0.0058,0.0016,-0.004143337803802195,ServiceNow,Snowflake IPO,0.021354565434149743,0.030958913336042594
2020-10-08,16,-0.006999969482421875,0.005322914271578716,-0.003015605842855096,-0.0003,0.0107,-0.008911861039040242,ServiceNow,Snowflake IPO,0.0019118915566183668,0.02204705229700235
2020-10-09,17,0.024390704893030968,0.015280152578128536,0.03497464288656338,0.0001,-0.0141999999999999,-0.002273560616646679,ServiceNow,Snowflake IPO,0.026664265509677647,0.019773491680355672
2020-10-12,18,0.0009437552473556821,0.030870489615360652,0.00719417775370329,-0.0083,-0.0009,-0.027592610547941997,ServiceNow,Snowflake IPO,0.02853636579529768,-0.007819118867586326
2020-10-13,19,0.018091131767445923,-3.398555551725746e-05,0.01288943191139269,0.0018,-0.0174,0.011076283552896986,ServiceNow,Snowflake IPO,0.0070148482145489365,0.0032571646853106605
2020-10-14,20,-0.0027204833117489002,-0.008352544977732967,-0.014587192259845866,0.0008,0.0003,0.00899582158345774,ServiceNow,Snowflake IPO,-0.01171630489520664,0.0122529862687684
2020-10-15,21,0.0073323458274159314,-0.006710920603513637,-0.0018892601956694566,0.009,0.0113999999999999,0.015553594578843703,ServiceNow,Snowflake IPO,-0.008221248751427771,0.027806580847612103
2020-10-16,22,0.008047144347327562,-0.005480855927053163,-0.004578011601687831,-0.0018,0.0005,0.013902563315791636,ServiceNow,Snowflake IPO,-0.005855418968464075,0.04170914416340374
2020-10-19,23,-0.005563278899746171,-0.016325332963256667,-0.009685334894160957,0.0034,0.0032,0.011623626665691063,ServiceNow,Snowflake IPO,-0.017186905565437234,0.0533327708290948
2020-10-20,24,-0.007203744666768874,0.002149456995698129,-0.013455453797696304,-0.0024,0.0126,-0.0028151370038450307,ServiceNow,Snowflake IPO,-0.0043886076629238435,0.05051763382524977
2020-10-21,25,-0.01526467825477551,-0.0007735354518840776,-0.024450485365291985,-0.0046999999999999,0.0040999999999999,-0.006173869011098322,ServiceNow,Snowflake IPO,-0.009090809243677188,0.04434376481415145
2020-10-22,26,-0.008465924738896402,-3.52220892325672e-05,-0.015408214764495165,0.0060999999999999,0.0103,-0.0014822643828024864,ServiceNow,Snowflake IPO,-0.006983660356093916,0.04286150043134896
2020-10-23,27,0.01591035446465683,0.001970573485208904,0.011953697309008748,0.0042,0.0004,0.010390958013972357,ServiceNow,Snowflake IPO,0.005519396450684473,0.05325245844532132
2020-10-26,28,-0.024124076475323997,-0.014996098757175447,-0.032226232734589744,-0.0028,-0.0039,-0.0018319005943560583,ServiceNow,Snowflake IPO,-0.02229217588096794,0.05142055785096526
