date,event_day,return,market_return,industry_return,smb,hml,abnormal_return,asset,case,expected_return,cumulative_abnormal_return
2021-11-03,-5,0.034425259522790075,0.006105233516956243,0.010597760168704395,0.0144999999999999,-0.0016,0.01829615967838147,Ford,Rivian IPO,0.016129099844408606,0.01829615967838147
2021-11-04,-4,0.04240477461700731,0.004712520303954415,0.0312825669129731,-0.0002,-0.0138,0.04358382778108026,Ford,Rivian IPO,-0.0011790531640729456,0.06187998745946173
2021-11-05,-3,-0.006694086521930154,0.0034696089278050124,-0.014490619967133606,0.0068,0.0121999999999999,-0.0228829266908875,Ford,Rivian IPO,0.016188840168957348,0.03899706076857423
2021-11-08,-2,0.04458261597648128,0.0008537209944432522,0.001773295891685428,0.0002,0.001,0.0416472619775731,Ford,Rivian IPO,0.002935353998908182,0.08064432274614733
2021-11-09,-1,-0.0014887731942827553,-0.003305371414023428,-0.06381323247069842,-0.0018,0.0046,0.00807883112355199,Ford,Rivian IPO,-0.009567604317834745,0.08872315386969931
2021-11-10,0,-0.03777336964121081,-0.008044866546158214,0.007093558269439304,-0.0066,0.0095,-0.035821807527053835,Ford,Rivian IPO,-0.0019515621141569742,0.052901346342645476
2021-11-11,1,0.009813978342923857,0.0003235276693500655,0.0447958806185485,0.0053,0.0034,-0.004520813137939459,Ford,Rivian IPO,0.014334791480863316,0.04838053320470602
2021-11-12,2,-0.00255750583180403,0.007546844519723317,0.007092171539027831,-0.0032,-0.0091,-0.002244338988730176,Ford,Rivian IPO,-0.0003131668430738539,0.04613619421597584
2021-11-15,3,0.018461569761618613,0.00034242229518555156,-0.02415085387901053,-0.0052,0.0069999999999999,0.018537755317620693,Ford,Rivian IPO,-7.618555600208063e-05,0.06467394953359654
2021-11-16,4,-0.0035246572342869653,0.003957824984497371,0.022543291905926188,0.0004,-0.0068,-0.006378744280854719,Ford,Rivian IPO,0.002854087046567754,0.058295205252741816
2021-11-17,5,0.008590104147591537,-0.002429219514628267,0.0014642055110233587,-0.0056999999999999,-0.0026,0.015463468133535283,Ford,Rivian IPO,-0.0068733639859437454,0.0737586733862771
2021-11-18,6,-0.020040061967810496,0.0033964119454403807,-0.0204020120736898,-0.0056,-0.0006,-0.01695889829523919,Ford,Rivian IPO,-0.0030811636725713047,0.05679977509103791
2021-11-19,7,-0.008691210681776695,-0.0017882535035962377,0.006767630501113037,-0.0017,-0.0131,0.0028424445272726088,Ford,Rivian IPO,-0.011533655209049304,0.05964221961831052
2021-11-22,8,0.056214553218078,-0.0028151747381706116,0.03446431328270544,-0.0054,0.0278,0.03318039941827316,Ford,Rivian IPO,0.023034153799804842,0.09282261903658368
2021-11-23,9,-0.013671815700944112,0.0013259941986774049,0.00966091678940953,-0.0052,0.0177,-0.028588687145564593,Ford,Rivian IPO,0.014916871444620481,0.06423393189101909
2021-11-24,10,0.0024752096619857777,0.00266985624101701,0.009435229922170135,0.0003,-0.0087,0.004511273620534361,Ford,Rivian IPO,-0.0020360639585485837,0.06874520551155344
2021-11-26,11,-0.024691358024691357,-0.022303172218498646,-0.03937562934089103,-0.0121999999999999,-0.0095,0.017112405657814973,Ford,Rivian IPO,-0.04180376368250633,0.08585761116936841
2021-11-29,12,-0.004050629048407806,0.012266607551340236,0.015598120670191229,-0.0102,-0.0078,-0.0062061286997117165,Ford,Rivian IPO,0.002155499651303911,0.0796514824696567
2021-11-30,13,-0.02440262025290063,-0.019457616070086114,0.002897474133320338,0.0053,-0.0113,-0.0014149522541328785,Ford,Rivian IPO,-0.022987667998767752,0.07823653021552382
2021-12-01,14,0.020323052568773203,-0.011107203410551714,-0.03283049515167202,-0.0078,0.0109,0.031025271690412137,Ford,Rivian IPO,-0.010702219121638932,0.10926180190593596
2021-12-02,15,0.014811078480967188,0.015316301657013032,-0.017330592918912008,0.0072,0.0124,-0.0125568578609202,Ford,Rivian IPO,0.02736793634188739,0.09670494404501576
2021-12-03,16,-0.036738873616128376,-0.008701312903057756,-0.07263138244189438,-0.0115,0.0108,-0.019680166132610158,Ford,Rivian IPO,-0.017058707483518218,0.0770247779124056
2021-12-06,17,0.004179724464846268,0.01184331295081531,0.014708967821203844,0.0076,0.0063,-0.02016683403114148,Ford,Rivian IPO,0.024346558495987748,0.05685794388126412
2021-12-07,18,0.03850155034105529,0.020684823247291373,0.02972990152819155,0.002,-0.0178,0.026709825705974282,Ford,Rivian IPO,0.011791724635081009,0.0835677695872384
2021-12-08,19,-0.00751501129310983,0.0026479675356780863,0.01814338739479418,0.0067,-0.0085,-0.011001945451948804,Ford,Rivian IPO,0.003486934158838974,0.07256582413528959
2021-12-09,20,-0.012115082159935175,-0.006751539837133391,-0.036280511743431915,-0.0136,0.0155,-0.005124389588722878,Ford,Rivian IPO,-0.006990692571212298,0.0674414345465667
2021-12-10,21,0.09606546231129731,0.009413496458462456,0.02368413021600635,-0.0083,0.0052,0.08349478626495498,Ford,Rivian IPO,0.012570676046342336,0.1509362208115217
2021-12-13,22,-0.047552467202052195,-0.008858357047762389,-0.04101914301738069,-0.003,-0.0098999999999999,-0.02365861571028459,Ford,Rivian IPO,-0.023893851491767606,0.1272776051012371
2021-12-14,23,-0.01860014989911496,-0.006880043556733884,-0.019919947687760037,-0.0068,0.0165,-0.01913597073048063,Ford,Rivian IPO,0.0005358208313656701,0.10814163437075647
2021-12-15,24,0.006982608594731987,0.015625045279773042,-0.013481255594727376,0.0038,-0.0191,0.006676110608005673,Ford,Rivian IPO,0.00030649798672631456,0.11481774497876214
2021-12-16,25,0.007924707438328848,-0.00881851645274212,-0.024622400430819702,-0.016,0.0279999999999999,0.006306241026090353,Ford,Rivian IPO,0.0016184664122384958,0.1211239860048525
2021-12-17,26,-0.028501224217872267,-0.014106585738330457,-0.015903867764454627,0.0189,-0.0233999999999999,-0.006251364205012062,Ford,Rivian IPO,-0.022249860012860206,0.11487262179984044
2021-12-20,27,-0.01770361018541511,-0.010633405490204417,-0.04304567733443984,-0.0016,-0.0040999999999999,0.0025535718530349596,Ford,Rivian IPO,-0.020257182038450068,0.1174261936528754
2021-12-21,28,0.009783755577300601,0.017758992432985066,0.059392241847776694,0.0081999999999999,0.0019,-0.023922043172761025,Ford,Rivian IPO,0.033705798750061626,0.09350415048011437
2021-12-22,29,0.02702696393681414,0.009998714868965974,0.03330526019986721,0.0026,-0.0034999999999999,0.012687262631177877,Ford,Rivian IPO,0.014339701305636264,0.10619141311129225
2021-12-23,30,0.005461798097575965,0.006222077972414919,0.02562914701377028,0.0034999999999999,-0.0049,-0.0035207268365552713,Ford,Rivian IPO,0.008982524934131236,0.10267068627473698
