date,open,high,low,close,volume,foreign_ownership,code,name
2021-11-01,2984.18,2991.81,2976.87,2978.94,475382,0.0,KOSPI,KOSPI
2021-11-02,2995.58,3034.3,2995.58,3013.49,525853,0.0,KOSPI,KOSPI
2021-11-03,3020.36,3020.87,2969.01,2975.71,658648,0.0,KOSPI,KOSPI
2021-11-04,3000.92,3011.56,2978.07,2983.22,772023,0.0,KOSPI,KOSPI
2021-11-05,3003.53,3003.53,2953.96,2969.27,688027,0.0,KOSPI,KOSPI
2021-11-08,2965.36,2968.18,2930.9,2960.2,560205,0.0,KOSPI,KOSPI
2021-11-09,2958.15,2987.28,2949.17,2962.46,708773,0.0,KOSPI,KOSPI
2021-11-10,2947.46,2958.61,2924.36,2930.17,570931,0.0,KOSPI,KOSPI
2021-11-11,2911.41,2925.19,2903.72,2924.92,572859,0.0,KOSPI,KOSPI
2021-11-12,2945.95,2973.84,2938.27,2968.8,665733,0.0,KOSPI,KOSPI
