date,event_day,return,market_return,industry_return,abnormal_return,asset,case,expected_return,cumulative_abnormal_return
2023-09-22,-5,-0.003478260869565264,-0.002719714350469249,0.022431948722217654,-0.006514777025059967,Doosan Corp,Doosan Robotics IPO,0.003036516155494703,-0.006514777025059967
2023-09-25,-4,-0.04450261780104714,-0.004931961261976037,-0.0062313482606973225,-0.03769386343556177,Doosan Corp,Doosan Robotics IPO,-0.006808754365485369,-0.044208640460621736
2023-09-26,-3,0.0182648401826484,-0.0131382825271662,-0.01004640679934199,0.03455523884062675,Doosan Corp,Doosan Robotics IPO,-0.016290398657978346,-0.009653401619994985
2023-09-27,-2,0.016143497757847625,0.0008526291428643251,0.03699669305026254,0.005575792782631107,Doosan Corp,Doosan Robotics IPO,0.010567704975216518,-0.004077608837363878
2023-10-04,-1,0.005295675198587757,-0.02408856543627569,-0.0556547277388742,0.04492541721159531,Doosan Corp,Doosan Robotics IPO,-0.039629742013007556,0.04084780837423144
2023-10-05,0,-0.19402985074626866,-0.0008687736158857762,-0.08519671515216576,-0.17058884271509722,Doosan Corp,Doosan Robotics IPO,-0.02344100803117143,-0.12974103434086579
2023-10-06,1,-0.04030501089324623,0.0021342985521717317,-0.013708663639395546,-0.038821882498417254,Doosan Corp,Doosan Robotics IPO,-0.001483128394828977,-0.16856291683928304
2023-10-10,2,-0.02724177071509648,-0.002553212688844342,-0.04398314203730275,-0.012931980692825763,Doosan Corp,Doosan Robotics IPO,-0.014309790022270718,-0.1814948975321088
2023-10-11,3,0.005834305717619559,0.019770413472184112,0.0017429344783604916,-0.014972502983055278,Doosan Corp,Doosan Robotics IPO,0.020806808700674837,-0.19646740051516406
2023-10-12,4,0.040603248259860836,0.012138379154966517,0.06082931150520876,0.012093498420673456,Doosan Corp,Doosan Robotics IPO,0.02850974983918738,-0.18437390209449062
2023-10-13,5,-0.03344481605351168,-0.00954504762442443,-0.007354106490120416,-0.021575595497711604,Doosan Corp,Doosan Robotics IPO,-0.01186922055580008,-0.2059494975922022
2023-10-16,6,-0.035755478662053086,-0.008106182439997722,-0.047266237067936756,-0.014844696241430928,Doosan Corp,Doosan Robotics IPO,-0.020910782420622158,-0.22079419383363313
2023-10-17,7,-0.00837320574162681,0.009822513381276154,0.041489109341015795,-0.02938981605685706,Doosan Corp,Doosan Robotics IPO,0.02101661031523025,-0.25018400989049017
2023-10-18,8,-0.016887816646562137,0.0009877366198269844,0.008751278617300573,-0.02014478331754482,Doosan Corp,Doosan Robotics IPO,0.0032569666709826826,-0.270328793208035
2023-10-19,9,-0.03312883435582825,-0.01900430439373013,-0.05216756433893788,0.0003301626400399327,Doosan Corp,Doosan Robotics IPO,-0.033458996995868184,-0.26999863056799506
2023-10-20,10,-0.03172588832487311,-0.01688881529927977,-0.04922308562066613,-0.0012283956868211765,Doosan Corp,Doosan Robotics IPO,-0.030497492638051932,-0.2712270262548162
