date,open,high,low,close,volume,foreign_ownership,code,name,source
2020-11-23,739000,748000,735000,748000,466506,41.66,051910,LG Chem,naver-finance
2020-11-24,760000,799000,754000,799000,858347,42.09,051910,LG Chem,naver-finance
2020-11-25,820000,833000,784000,788000,780482,42.21,051910,LG Chem,naver-finance
2020-11-26,794000,821000,783000,816000,556575,42.31,051910,LG Chem,naver-finance
2020-11-27,807000,820000,798000,810000,390212,42.33,051910,LG Chem,naver-finance
2020-11-30,807000,813000,790000,800000,728920,42.28,051910,LG Chem,naver-finance
2020-12-01,808000,816000,794000,809000,404022,42.33,051910,LG Chem,naver-finance
2020-12-02,816000,849000,811000,841000,592081,42.55,051910,LG Chem,naver-finance
2020-12-03,839000,846000,827000,846000,372854,42.62,051910,LG Chem,naver-finance
2020-12-04,863000,863000,846000,846000,375662,42.7,051910,LG Chem,naver-finance
2020-12-07,832000,838000,807000,816000,498527,42.64,051910,LG Chem,naver-finance
2020-12-08,816000,830000,805000,811000,389335,42.6,051910,LG Chem,naver-finance
2020-12-09,820000,836000,807000,836000,392544,42.67,051910,LG Chem,naver-finance
2020-12-10,822000,833000,815000,817000,615054,42.45,051910,LG Chem,naver-finance
2020-12-11,825000,827000,808000,808000,363164,42.43,051910,LG Chem,naver-finance
2020-12-14,811000,811000,791000,793000,332473,42.42,051910,LG Chem,naver-finance
2020-12-15,802000,804000,794000,801000,300410,42.46,051910,LG Chem,naver-finance
2020-12-16,812000,822000,808000,819000,321381,42.51,051910,LG Chem,naver-finance
2020-12-17,823000,830000,811000,830000,319523,42.55,051910,LG Chem,naver-finance
2020-12-18,831000,832000,806000,814000,353819,42.36,051910,LG Chem,naver-finance
2020-12-21,819000,823000,809000,815000,284091,42.5,051910,LG Chem,naver-finance
2020-12-22,815000,816000,796000,797000,306523,42.33,051910,LG Chem,naver-finance
2020-12-23,802000,830000,777000,806000,594211,42.37,051910,LG Chem,naver-finance
2020-12-24,810000,822000,802000,818000,335065,42.47,051910,LG Chem,naver-finance
2020-12-28,818000,824000,807000,814000,264888,42.52,051910,LG Chem,naver-finance
2020-12-29,817000,827000,805000,813000,392849,42.4,051910,LG Chem,naver-finance
2020-12-30,813000,824000,805000,824000,339889,42.5,051910,LG Chem,naver-finance
2021-01-04,849000,900000,835000,889000,858451,42.92,051910,LG Chem,naver-finance
2021-01-05,891000,893000,875000,893000,371709,42.93,051910,LG Chem,naver-finance
2021-01-06,908000,912000,883000,890000,513628,42.94,051910,LG Chem,naver-finance
2021-01-07,910000,969000,896000,962000,706912,43.09,051910,LG Chem,naver-finance
2021-01-08,989000,1016000,970000,999000,924780,43.16,051910,LG Chem,naver-finance
2021-01-11,1012000,1045000,981000,998000,940100,43.29,051910,LG Chem,naver-finance
2021-01-12,985000,994000,935000,962000,774712,43.22,051910,LG Chem,naver-finance
2021-01-13,966000,1002000,963000,1000000,571276,43.43,051910,LG Chem,naver-finance
2021-01-14,1008000,1050000,1000000,1010000,652537,43.59,051910,LG Chem,naver-finance
2021-01-15,1015000,1025000,975000,979000,445649,43.51,051910,LG Chem,naver-finance
2021-01-18,958000,990000,943000,964000,423917,43.52,051910,LG Chem,naver-finance
2021-01-19,983000,1003000,970000,997000,386045,43.6,051910,LG Chem,naver-finance
2021-01-20,1004000,1010000,983000,1000000,360937,43.72,051910,LG Chem,naver-finance
2021-01-21,1011000,1019000,988000,988000,364628,43.7,051910,LG Chem,naver-finance
2021-01-22,986000,990000,975000,975000,394045,43.59,051910,LG Chem,naver-finance
2021-01-25,990000,991000,972000,990000,298557,43.65,051910,LG Chem,naver-finance
2021-01-26,994000,994000,955000,955000,476393,43.43,051910,LG Chem,naver-finance
2021-01-27,945000,960000,925000,928000,739531,43.14,051910,LG Chem,naver-finance
2021-01-28,905000,943000,899000,938000,677727,43.1,051910,LG Chem,naver-finance
