date,open,high,low,close,volume,foreign_ownership,code,name,source
2022-12-16,19350,19700,19200,19500,77600,1.75,090360,Robostar,naver-finance
2022-12-19,19500,20150,19300,19800,60526,1.87,090360,Robostar,naver-finance
2022-12-20,19600,20250,19300,19600,50820,1.81,090360,Robostar,naver-finance
2022-12-21,19700,19800,19200,19300,40940,1.72,090360,Robostar,naver-finance
2022-12-22,19350,19650,19100,19100,46237,1.71,090360,Robostar,naver-finance
2022-12-23,18800,19000,18650,18800,46313,1.69,090360,Robostar,naver-finance
2022-12-26,18600,19400,18150,18400,67916,1.62,090360,Robostar,naver-finance
2022-12-27,18300,18850,18300,18800,28706,1.65,090360,Robostar,naver-finance
2022-12-28,18750,19050,18600,18900,26663,1.7,090360,Robostar,naver-finance
2022-12-29,19000,19000,18550,18650,18337,1.67,090360,Robostar,naver-finance
2023-01-02,18650,18950,18150,18200,27823,1.64,090360,Robostar,naver-finance
2023-01-03,18600,19000,17800,18400,101913,1.64,090360,Robostar,naver-finance
2023-01-04,18350,19050,18350,18950,70096,1.84,090360,Robostar,naver-finance
2023-01-05,19250,21300,18850,20150,837401,2.45,090360,Robostar,naver-finance
2023-01-06,20150,21100,19950,20150,300828,2.47,090360,Robostar,naver-finance
2023-01-09,20750,21050,20350,20900,239040,2.62,090360,Robostar,naver-finance
2023-01-10,20900,21750,20800,21050,436446,2.55,090360,Robostar,naver-finance
2023-01-11,21450,21450,20750,20950,101272,2.56,090360,Robostar,naver-finance
2023-01-12,21050,21200,20350,20350,121246,2.6,090360,Robostar,naver-finance
2023-01-13,20550,21250,20500,21200,143166,2.72,090360,Robostar,naver-finance
2023-01-16,21500,21800,21100,21200,169677,2.61,090360,Robostar,naver-finance
2023-01-17,21300,21700,21000,21250,122035,2.49,090360,Robostar,naver-finance
2023-01-18,21450,27600,20750,26850,7041891,1.49,090360,Robostar,naver-finance
2023-01-19,26050,26450,25350,26050,1476008,1.93,090360,Robostar,naver-finance
2023-01-20,26150,30650,25650,27600,4833405,2.06,090360,Robostar,naver-finance
2023-01-25,27650,31800,27650,30450,5973956,1.76,090360,Robostar,naver-finance
2023-01-26,29900,29900,27350,27500,685086,1.85,090360,Robostar,naver-finance
2023-01-27,27950,28400,27450,28350,299650,1.81,090360,Robostar,naver-finance
2023-01-30,29100,29450,27950,29200,437231,1.78,090360,Robostar,naver-finance
2023-01-31,29700,36100,29450,33050,6005537,2.31,090360,Robostar,naver-finance
2023-02-01,34700,34750,31500,32650,1831841,2.14,090360,Robostar,naver-finance
2023-02-02,32150,33850,31850,32650,1216861,2.31,090360,Robostar,naver-finance
2023-02-03,33050,33200,30750,31000,897264,2.69,090360,Robostar,naver-finance
2023-02-06,30850,31300,29650,29950,691859,3.41,090360,Robostar,naver-finance
2023-02-07,30250,30400,29300,29900,593855,3.19,090360,Robostar,naver-finance
2023-02-08,30150,30700,29500,29550,788444,2.66,090360,Robostar,naver-finance
2023-02-09,29200,29950,28300,28650,640606,2.78,090360,Robostar,naver-finance
2023-02-10,28500,29300,28100,28900,723937,2.11,090360,Robostar,naver-finance
2023-02-13,28900,30550,28550,30200,939554,2.09,090360,Robostar,naver-finance
2023-02-14,30300,31600,29100,29650,1142463,1.69,090360,Robostar,naver-finance
2023-02-15,29800,30050,27200,27650,615344,1.74,090360,Robostar,naver-finance
2023-02-16,27900,28800,27450,28200,375549,2.05,090360,Robostar,naver-finance
2023-02-17,27650,28500,27650,27850,216905,2.23,090360,Robostar,naver-finance
2023-02-20,28050,29250,27350,28900,340956,2.37,090360,Robostar,naver-finance
2023-02-21,29050,29500,28700,29000,372677,2.39,090360,Robostar,naver-finance
2023-02-22,28500,30800,28450,29250,1290712,1.77,090360,Robostar,naver-finance
2023-02-23,29200,30450,28950,30100,820293,2.04,090360,Robostar,naver-finance
2023-02-24,30250,30250,29050,29450,552403,1.58,090360,Robostar,naver-finance
2023-02-27,29950,35550,29950,33250,7582270,2.44,090360,Robostar,naver-finance
2023-02-28,35100,38100,33500,34250,4233934,2.04,090360,Robostar,naver-finance
2023-03-02,33800,36250,33600,35100,2584196,2.25,090360,Robostar,naver-finance
2023-03-03,36450,36750,33700,33850,1606367,1.39,090360,Robostar,naver-finance
2023-03-06,33600,34450,32500,34000,785215,1.59,090360,Robostar,naver-finance
2023-03-07,33650,33750,32700,32700,644486,2.01,090360,Robostar,naver-finance
2023-03-08,35650,37900,34050,34100,4326570,1.87,090360,Robostar,naver-finance
2023-03-09,35000,35100,32200,33000,973019,1.49,090360,Robostar,naver-finance
2023-03-10,32200,34300,32050,32800,882030,1.5,090360,Robostar,naver-finance
2023-03-13,32550,33300,31350,33000,487268,1.63,090360,Robostar,naver-finance
2023-03-14,33300,33900,30800,30800,519947,1.46,090360,Robostar,naver-finance
2023-03-15,31700,33050,31400,32600,561967,2.39,090360,Robostar,naver-finance
2023-03-16,33950,34500,32750,33750,1451987,1.9,090360,Robostar,naver-finance
2023-03-17,36750,43450,36250,40050,11554175,5.97,090360,Robostar,naver-finance
2023-03-20,41500,41600,38200,39100,2471285,4.43,090360,Robostar,naver-finance
2023-03-21,38850,40100,37750,39200,1693056,3.72,090360,Robostar,naver-finance
2023-03-22,39150,40400,38650,39950,1469074,3.31,090360,Robostar,naver-finance
2023-03-23,40700,41450,39050,39650,2326957,2.41,090360,Robostar,naver-finance
2023-03-24,39800,40100,38000,38700,639909,2.34,090360,Robostar,naver-finance
2023-03-27,39050,42150,38300,42100,2177023,3.09,090360,Robostar,naver-finance
2023-03-28,45600,49600,43200,43400,5554256,2.61,090360,Robostar,naver-finance
2023-03-29,42550,42850,41500,41850,1055474,2.06,090360,Robostar,naver-finance
2023-03-30,42200,45000,41000,45000,1801126,2.44,090360,Robostar,naver-finance
2023-03-31,43300,43300,41650,41650,843500,1.33,090360,Robostar,naver-finance
2023-04-03,41150,41550,40300,41250,481523,1.59,090360,Robostar,naver-finance
2023-04-04,41350,42150,39550,39850,500526,1.44,090360,Robostar,naver-finance
2023-04-05,39850,40700,39200,40500,305618,1.4,090360,Robostar,naver-finance
2023-04-06,40750,40850,38700,38850,367527,1.39,090360,Robostar,naver-finance
2023-04-07,39150,40850,38800,39350,399073,1.38,090360,Robostar,naver-finance
2023-04-10,39450,39700,37100,37550,497569,1.89,090360,Robostar,naver-finance
2023-04-11,37400,38250,36700,38100,381963,1.97,090360,Robostar,naver-finance
2023-04-12,37950,39000,37250,37450,337901,1.59,090360,Robostar,naver-finance
2023-04-13,36950,37950,36200,37150,312547,1.76,090360,Robostar,naver-finance
2023-04-14,37600,37750,36750,36900,192418,1.61,090360,Robostar,naver-finance
2023-04-17,37200,37800,36100,37800,319383,1.79,090360,Robostar,naver-finance
2023-04-18,38200,38200,36200,36900,312668,1.58,090360,Robostar,naver-finance
2023-04-19,36850,37000,35900,35950,222620,1.63,090360,Robostar,naver-finance
2023-04-20,35800,35850,34200,34250,318600,2.07,090360,Robostar,naver-finance
2023-04-21,35800,36800,34100,34100,860432,1.26,090360,Robostar,naver-finance
2023-04-24,33750,34300,33100,33550,223592,1.71,090360,Robostar,naver-finance
