date,open,high,low,close,volume,foreign_ownership,code,name,source
2025-02-05,60500,61900,54900,55800,11928487,1.16,064400,LG CNS,naver-finance
2025-02-06,56400,58000,55000,57700,4504009,0.89,064400,LG CNS,naver-finance
2025-02-07,57700,58300,56200,57200,2240564,0.89,064400,LG CNS,naver-finance
2025-02-10,56400,57700,55700,55700,1547194,0.8,064400,LG CNS,naver-finance
2025-02-11,56100,56300,54200,54400,1517341,0.75,064400,LG CNS,naver-finance
2025-02-12,54200,55700,53800,54300,987535,0.76,064400,LG CNS,naver-finance
2025-02-13,55200,56800,54700,55700,1574873,0.9,064400,LG CNS,naver-finance
2025-02-14,55400,55500,54300,54500,929423,0.8,064400,LG CNS,naver-finance
2025-02-17,54600,54600,53100,53200,965351,0.74,064400,LG CNS,naver-finance
2025-02-18,53300,53600,52000,52100,1021817,0.65,064400,LG CNS,naver-finance
2025-02-19,52800,53200,52200,52300,803215,0.65,064400,LG CNS,naver-finance
2025-02-20,52200,52700,51200,51300,735273,0.67,064400,LG CNS,naver-finance
2025-02-21,51500,52200,51200,51700,526764,0.62,064400,LG CNS,naver-finance
2025-02-24,50900,51400,50100,50300,666499,0.54,064400,LG CNS,naver-finance
2025-02-25,50200,51100,49750,50700,622991,0.54,064400,LG CNS,naver-finance
2025-02-26,50400,50700,49950,50100,387046,0.5,064400,LG CNS,naver-finance
2025-02-27,50200,50200,49400,49950,584305,0.45,064400,LG CNS,naver-finance
2025-02-28,49300,49400,48350,48350,719821,0.38,064400,LG CNS,naver-finance
2025-03-04,47850,47900,46550,46550,743054,0.41,064400,LG CNS,naver-finance
2025-03-05,47000,47800,46500,47400,672430,0.49,064400,LG CNS,naver-finance
2025-03-06,47700,51300,47400,51000,2214248,0.59,064400,LG CNS,naver-finance
2025-03-07,50300,51700,50300,51200,865391,0.54,064400,LG CNS,naver-finance
2025-03-10,51000,51100,49800,50500,441922,0.5,064400,LG CNS,naver-finance
2025-03-11,48950,51500,48800,50700,526969,0.48,064400,LG CNS,naver-finance
2025-03-12,51200,52900,51000,52200,982245,0.53,064400,LG CNS,naver-finance
2025-03-13,52600,52700,51000,51700,462240,0.62,064400,LG CNS,naver-finance
2025-03-14,51700,52600,51300,51700,320626,0.6,064400,LG CNS,naver-finance
2025-03-17,51700,52300,51200,51200,380336,0.6,064400,LG CNS,naver-finance
2025-03-18,51600,52400,51400,51700,346065,0.64,064400,LG CNS,naver-finance
