date,open,high,low,close,volume,foreign_ownership,code,name
2021-06-21,819000,824000,815000,820000,57153,51.85,036570,NCSoft
2021-06-22,822000,823000,811000,812000,67222,51.72,036570,NCSoft
2021-06-23,818000,832000,814000,825000,85430,51.78,036570,NCSoft
2021-06-24,831000,839000,823000,830000,62944,51.82,036570,NCSoft
2021-06-25,822000,826000,817000,826000,54054,51.82,036570,NCSoft
2021-06-28,823000,830000,818000,823000,38667,51.82,036570,NCSoft
2021-06-29,848000,848000,820000,822000,81336,51.85,036570,NCSoft
2021-06-30,822000,828000,819000,820000,58171,51.84,036570,NCSoft
2021-07-01,822000,839000,821000,834000,91901,51.98,036570,NCSoft
2021-07-02,831000,834000,816000,818000,74312,51.9,036570,NCSoft
2021-07-05,813000,828000,813000,826000,70101,51.93,036570,NCSoft
2021-07-06,829000,846000,826000,839000,91810,52.04,036570,NCSoft
2021-07-07,845000,846000,828000,834000,106417,52.04,036570,NCSoft
2021-07-08,831000,838000,826000,834000,72782,52.1,036570,NCSoft
2021-07-09,829000,830000,797000,800000,168113,51.78,036570,NCSoft
2021-07-12,800000,801000,770000,772000,153684,51.56,036570,NCSoft
2021-07-13,774000,777000,765000,777000,77487,51.5,036570,NCSoft
2021-07-14,777000,792000,777000,778000,81156,51.47,036570,NCSoft
2021-07-15,779000,813000,777000,804000,130217,51.45,036570,NCSoft
2021-07-16,818000,840000,806000,839000,215329,51.72,036570,NCSoft
2021-07-19,836000,843000,825000,827000,75493,51.75,036570,NCSoft
2021-07-20,823000,835000,814000,819000,69730,51.72,036570,NCSoft
2021-07-21,827000,830000,804000,809000,74161,51.63,036570,NCSoft
2021-07-22,807000,808000,790000,794000,106312,51.46,036570,NCSoft
2021-07-23,794000,812000,794000,812000,59714,51.43,036570,NCSoft
2021-07-26,816000,832000,816000,823000,84115,51.47,036570,NCSoft
2021-07-27,832000,832000,804000,806000,79839,51.41,036570,NCSoft
2021-07-28,812000,818000,805000,809000,71311,51.39,036570,NCSoft
2021-07-29,818000,845000,812000,841000,131076,51.59,036570,NCSoft
2021-07-30,838000,846000,823000,824000,79822,51.6,036570,NCSoft
2021-08-02,833000,833000,810000,824000,68330,51.56,036570,NCSoft
2021-08-03,827000,828000,803000,810000,90490,51.54,036570,NCSoft
2021-08-04,805000,813000,796000,812000,62411,51.52,036570,NCSoft
2021-08-05,813000,820000,810000,817000,54637,51.55,036570,NCSoft
2021-08-06,817000,824000,812000,823000,56948,51.58,036570,NCSoft
2021-08-09,811000,823000,810000,822000,57545,51.65,036570,NCSoft
2021-08-10,819000,827000,812000,815000,48300,51.69,036570,NCSoft
2021-08-11,813000,814000,784000,790000,140713,51.47,036570,NCSoft
2021-08-12,796000,806000,774000,806000,132552,51.49,036570,NCSoft
2021-08-13,806000,806000,780000,786000,106869,51.42,036570,NCSoft
2021-08-17,786000,793000,766000,771000,96478,51.4,036570,NCSoft
2021-08-18,766000,790000,763000,788000,97227,51.41,036570,NCSoft
2021-08-19,780000,858000,776000,853000,462871,51.78,036570,NCSoft
2021-08-20,859000,860000,820000,826000,213974,51.58,036570,NCSoft
2021-08-23,835000,843000,820000,824000,98003,51.57,036570,NCSoft
2021-08-24,829000,853000,822000,847000,148646,51.54,036570,NCSoft
2021-08-25,845000,853000,833000,837000,112832,51.44,036570,NCSoft
2021-08-26,776000,788000,706000,709000,1048836,49.92,036570,NCSoft
2021-08-27,686000,693000,650000,659000,1048784,49.0,036570,NCSoft
2021-08-30,660000,661000,634000,649000,647555,48.4,036570,NCSoft
2021-08-31,645000,660000,644000,660000,536884,48.35,036570,NCSoft
2021-09-01,652000,655000,635000,637000,416109,48.12,036570,NCSoft
2021-09-02,635000,644000,627000,633000,325788,47.85,036570,NCSoft
2021-09-03,633000,639000,621000,622000,339807,47.46,036570,NCSoft
2021-09-06,623000,634000,621000,633000,318363,47.21,036570,NCSoft
2021-09-07,636000,637000,612000,616000,404637,46.71,036570,NCSoft
2021-09-08,625000,626000,612000,612000,356279,46.43,036570,NCSoft
2021-09-09,606000,613000,599000,611000,402540,46.44,036570,NCSoft
2021-09-10,608000,611000,601000,607000,192941,46.43,036570,NCSoft
2021-09-13,608000,613000,585000,591000,311165,46.37,036570,NCSoft
2021-09-14,587000,604000,585000,599000,215604,46.38,036570,NCSoft
2021-09-15,592000,603000,592000,596000,153174,46.32,036570,NCSoft
2021-09-16,598000,602000,585000,589000,156629,46.23,036570,NCSoft
2021-09-17,588000,592000,580000,587000,197939,46.06,036570,NCSoft
2021-09-23,580000,599000,579000,584000,229079,45.94,036570,NCSoft
2021-09-24,584000,599000,584000,596000,211003,45.88,036570,NCSoft
2021-09-27,592000,598000,582000,583000,169276,45.7,036570,NCSoft
2021-09-28,582000,585000,571000,571000,167510,45.62,036570,NCSoft
2021-09-29,561000,577000,558000,574000,172387,45.66,036570,NCSoft
2021-09-30,573000,618000,573000,603000,553567,45.45,036570,NCSoft
2021-10-01,608000,610000,593000,595000,236723,45.29,036570,NCSoft
2021-10-05,586000,595000,562000,563000,264045,45.16,036570,NCSoft
2021-10-06,565000,577000,559000,560000,196509,45.23,036570,NCSoft
2021-10-07,561000,581000,561000,571000,181281,45.23,036570,NCSoft
2021-10-08,571000,585000,566000,578000,101743,45.28,036570,NCSoft
2021-10-12,573000,578000,555000,558000,151971,45.11,036570,NCSoft
2021-10-13,559000,581000,559000,576000,158836,45.03,036570,NCSoft
2021-10-14,573000,584000,573000,582000,113142,45.04,036570,NCSoft
2021-10-15,585000,611000,585000,607000,246295,45.16,036570,NCSoft
2021-10-18,610000,610000,593000,596000,150754,44.95,036570,NCSoft
2021-10-19,610000,630000,609000,629000,297797,44.89,036570,NCSoft
2021-10-20,632000,639000,619000,624000,206803,44.75,036570,NCSoft
2021-10-21,624000,630000,617000,619000,117132,44.7,036570,NCSoft
2021-10-22,615000,628000,615000,628000,98729,44.76,036570,NCSoft
2021-10-25,627000,631000,615000,622000,109647,44.64,036570,NCSoft
2021-10-26,625000,632000,620000,627000,144237,44.67,036570,NCSoft
2021-10-27,627000,642000,624000,639000,170523,44.74,036570,NCSoft
2021-10-28,638000,639000,621000,621000,146467,44.6,036570,NCSoft
2021-10-29,625000,633000,615000,627000,135990,44.54,036570,NCSoft
2021-11-01,633000,654000,625000,648000,255925,44.5,036570,NCSoft
2021-11-02,648000,651000,638000,643000,196240,44.29,036570,NCSoft
2021-11-03,644000,667000,634000,657000,460304,44.2,036570,NCSoft
2021-11-04,610000,630000,567000,595000,1349029,43.49,036570,NCSoft
2021-11-05,603000,631000,595000,624000,713135,43.82,036570,NCSoft
2021-11-08,665000,665000,618000,629000,621616,43.66,036570,NCSoft
2021-11-09,629000,638000,620000,627000,229981,43.87,036570,NCSoft
2021-11-10,623000,627000,594000,605000,371237,43.74,036570,NCSoft
2021-11-11,590000,786000,589000,786000,3655331,44.52,036570,NCSoft
2021-11-12,757000,776000,694000,715000,1418735,43.79,036570,NCSoft
