date,event_day,return,market_return,industry_return,smb,hml,abnormal_return,asset,case,expected_return,cumulative_abnormal_return
2023-09-07,-5,-0.016319882461878432,-0.007151605768322411,-0.033882127424712916,-0.0062,0.0004,0.008479025093192455,Synopsys,Arm Holdings IPO,-0.024798907555070887,0.008479025093192455
2023-09-08,-4,0.0022921659912704673,0.0013975945199267148,-0.0052246838598075385,-0.006,0.0038,0.0057153460261356644,Synopsys,Arm Holdings IPO,-0.003423180034865197,0.01419437111932812
2023-09-11,-3,0.005836983469701185,0.011782744126504596,0.013915260837159549,-0.0027,-0.0052,-0.007376409890570274,Synopsys,Arm Holdings IPO,0.013213393360271459,0.006817961228757845
2023-09-12,-2,-0.0161535270329225,-0.011088396058693273,-0.009092796010797433,-0.0025,0.0101,-0.006943419046511461,Synopsys,Arm Holdings IPO,-0.009210107986411038,-0.00012545781775361552
2023-09-13,-1,0.02751122546658258,0.003809069120974451,0.016293543790409704,-0.0078,-0.0021,0.012629205900327099,Synopsys,Arm Holdings IPO,0.01488201956625548,0.012503748082573483
2023-09-14,0,-0.0015207802710773821,0.008177220353457804,0.007836725654478655,0.0024,0.0085,-0.005573725265806646,Synopsys,Arm Holdings IPO,0.0040529449947292635,0.006930022816766837
2023-09-15,1,-0.03050520520624722,-0.017122993196376446,-0.02874729885388455,0.0015,0.0024,-0.007123349347676139,Synopsys,Arm Holdings IPO,-0.023381855858571082,-0.0001933265309093015
2023-09-18,2,0.017878913152020948,-0.00040450337766495537,0.0037498397162619157,-0.0083,-0.0018,0.012732237401118073,Synopsys,Arm Holdings IPO,0.005146675750902874,0.012538910870208772
2023-09-19,3,2.1693545433798533e-05,-0.0021313563295651816,-0.006877442189952426,-0.0013,0.0,0.004873640450093835,Synopsys,Arm Holdings IPO,-0.004851946904660036,0.017412551320302606
2023-09-20,4,-0.014651516010915522,-0.014410432429310505,-0.014490278163184045,-0.001,0.0027,-0.0026810971635527776,Synopsys,Arm Holdings IPO,-0.011970418847362744,0.014731454156749828
2023-09-21,5,-0.019877360108298103,-0.018324526901787763,-0.026107559590340446,0.0019,0.0038,0.001973681387865106,Synopsys,Arm Holdings IPO,-0.02185104149616321,0.016705135544614932
2023-09-22,6,0.005807317968003378,0.00013977061586745165,0.008268660227913449,0.0001,-0.005,-0.0019348786116437358,Synopsys,Arm Holdings IPO,0.007742196579647114,0.014770256932971196
2023-09-25,7,0.0021930859468826114,0.004749746226869966,0.011541063927379858,-0.001,0.0033,-0.006454939755869915,Synopsys,Arm Holdings IPO,0.008648025702752526,0.00831531717710128
2023-09-26,8,-0.007770762506070894,-0.015016251262336966,-0.012710661342415303,0.0039,-0.0049,0.0019814844763244716,Synopsys,Arm Holdings IPO,-0.009752246982395366,0.010296801653425752
2023-09-27,9,0.0053110955758886025,0.0023432910134297824,0.0059951087561661565,0.0069,0.001,0.001999616329816245,Synopsys,Arm Holdings IPO,0.0033114792460723574,0.012296417983241997
2023-09-28,10,0.031340243710237026,0.00836525785608,0.024619911904356806,0.0017,0.0002,0.012327565690680577,Synopsys,Arm Holdings IPO,0.01901267801955645,0.024623983673922573
2023-09-29,11,-0.0037767581920233884,0.0007261787127601504,-6.089842675813251e-05,-0.0003,0.0031,-0.0033018063120135535,Synopsys,Arm Holdings IPO,-0.000474951880009835,0.021322177361909018
2023-10-02,12,0.010567152734636931,0.008345719272174534,0.004836289739682975,-0.0093999999999999,-0.0105,0.0018213103156091686,Synopsys,Arm Holdings IPO,0.008745842419027762,0.023143487677518185
2023-10-03,13,-0.028243727947592556,-0.017549676594439068,-0.02404006918447235,-0.0033,-0.0014,-0.010301286272576114,Synopsys,Arm Holdings IPO,-0.017942441675016442,0.01284220140494207
2023-10-04,14,0.023517940350566313,0.013608662204249278,0.018903421435056827,-0.0027,-0.0038,0.006758036608527279,Synopsys,Arm Holdings IPO,0.016759903742039034,0.01960023801346935
2023-10-05,15,-0.0034032933739970295,-0.002946483832088287,-0.0031829770017565706,0.0031,0.001,-0.00021397663100493174,Synopsys,Arm Holdings IPO,-0.0031893167429920977,0.019386261382464416
2023-10-06,16,0.029385556858346984,0.01675544265164386,0.029247225465780124,-0.003,-0.0056,0.004093799380910694,Synopsys,Arm Holdings IPO,0.02529175747743629,0.02348006076337511
2023-10-09,17,0.014072610245280615,0.005100041922967202,0.008060013021038537,-0.003,0.0024,0.0074447918113533925,Synopsys,Arm Holdings IPO,0.006627818433927222,0.030924852574728504
2023-10-10,18,0.021232646355062945,0.005537971390269902,0.009083055853710609,0.0015,0.0064,0.01566877719685075,Synopsys,Arm Holdings IPO,0.005563869158212197,0.046593629771579256
