date,event_day,return,market_return,industry_return,smb,hml,abnormal_return,asset,case,expected_return,cumulative_abnormal_return
2023-09-07,-5,-0.01747159126939113,-0.007151605768322411,-0.03359420022283474,-0.0062,0.0004,-0.0022481195667009048,Broadcom,Arm Holdings IPO,-0.015223471702690224,-0.0022481195667009048
2023-09-08,-4,0.0006066803023592193,0.0013975945199267148,-0.0048033124375797265,-0.006,0.0038,-0.0018140673973154405,Broadcom,Arm Holdings IPO,0.00242074769967466,-0.004062186964016345
2023-09-11,-3,0.0018541684626949273,0.011782744126504596,0.014910964588911113,-0.0027,-0.0052,-0.011969434227674904,Broadcom,Arm Holdings IPO,0.013823602690369832,-0.01603162119169125
2023-09-12,-2,-0.017016993282964465,-0.011088396058693273,-0.008876929448286941,-0.0025,0.0101,-0.01067090135189149,Broadcom,Arm Holdings IPO,-0.0063460919310729755,-0.02670252254358274
2023-09-13,-1,0.009958269240863071,0.003809069120974451,0.02068178284683958,-0.0078,-0.0021,-0.002022786101492643,Broadcom,Arm Holdings IPO,0.011981055342355714,-0.028725308645075383
2023-09-14,0,0.021936175457917484,0.008177220353457804,0.001972486722229938,0.0024,0.0085,0.01191217266809566,Broadcom,Arm Holdings IPO,0.010024002789821823,-0.016813135976979723
2023-09-15,1,-0.022899386945546385,-0.017122993196376446,-0.03064875341905976,0.0015,0.0024,-0.0014233585771756783,Broadcom,Arm Holdings IPO,-0.021476028368370707,-0.0182364945541554
2023-09-18,2,-0.0019725632752075617,-0.00040450337766495537,0.008712708823069043,-0.0083,-0.0018,-0.006731417814898796,Broadcom,Arm Holdings IPO,0.004758854539691234,-0.0249679123690542
2023-09-19,3,-0.0009411980124081065,-0.0021313563295651816,-0.00663671930049195,-0.0013,0.0,0.0015375034459576757,Broadcom,Arm Holdings IPO,-0.0024787014583657822,-0.023430408923096523
2023-09-20,4,-0.021938283120260693,-0.014410432429310505,-0.012668586385847752,-0.001,0.0027,-0.009426709741733501,Broadcom,Arm Holdings IPO,-0.012511573378527192,-0.03285711866483002
2023-09-21,5,-0.026740680407482786,-0.018324526901787763,-0.024391729515544275,0.0019,0.0038,-0.00711646250478544,Broadcom,Arm Holdings IPO,-0.019624217902697347,-0.03997358116961546
2023-09-22,6,0.025632127192568577,0.00013977061586745165,0.0033124579217721495,0.0001,-0.005,0.02453695637325804,Broadcom,Arm Holdings IPO,0.0010951708193105343,-0.01543662479635742
2023-09-25,7,0.005801645489700524,0.004749746226869966,0.01063892404167538,-0.001,0.0033,-0.0038905267190627608,Broadcom,Arm Holdings IPO,0.009692172208763285,-0.01932715151542018
2023-09-26,8,-0.021225780910694714,-0.015016251262336966,-0.009346906741259348,0.0039,-0.0049,-0.006586594950429157,Broadcom,Arm Holdings IPO,-0.014639185960265557,-0.025913746465849336
