date,event_day,return,market_return,industry_return,smb,hml,abnormal_return,asset,case,expected_return,cumulative_abnormal_return
2023-09-07,-5,-0.02461568879442444,-0.007151605768322411,-0.031808175841576414,-0.0062,0.0004,0.0017249177183209924,AMD,Arm Holdings IPO,-0.026340606512745432,0.0017249177183209924
2023-09-08,-4,-0.004690871725100743,0.0013975945199267148,-0.003478924430714736,-0.006,0.0038,-0.0011023554719843706,AMD,Arm Holdings IPO,-0.003588516253116372,0.0006225622463366218
2023-09-11,-3,-0.007257957108547819,0.011782744126504596,0.0171889959817218,-0.0027,-0.0052,-0.029715088180971634,AMD,Arm Holdings IPO,0.022457131072423815,-0.029092525934635013
2023-09-12,-2,-9.496901119876444e-05,-0.011088396058693273,-0.013107435516228366,-0.0025,0.0101,0.022217165793278815,AMD,Arm Holdings IPO,-0.02231213480447758,-0.006875360141356198
2023-09-13,-1,0.022789873530702165,0.003809069120974451,0.017473881774379807,-0.0078000000000000005,-0.0021,0.009999655021187886,AMD,Arm Holdings IPO,0.012790218509514279,0.003124294879831688
2023-09-14,0,-0.010026941233261755,0.008177220353457804,0.009963265895024748,0.0024,0.0085,-0.02045773692231599,AMD,Arm Holdings IPO,0.010430795689054235,-0.017333442042484305
2023-09-15,1,-0.04820406566674351,-0.017122993196376446,-0.024322583738760478,0.0015,0.0024,-0.018202483544137008,AMD,Arm Holdings IPO,-0.030001582122606504,-0.03553592558662132
2023-09-18,2,0.008670853299196368,-0.00040450337766495537,0.0060518546794680605,-0.0083,-0.0018,0.006566944548503554,AMD,Arm Holdings IPO,0.002103908750692814,-0.028968981038117764
2023-09-19,3,-0.007424070683204498,-0.0021313563295651816,-0.005016001132792852,-0.0013,0.0,-0.0025316022532029204,AMD,Arm Holdings IPO,-0.004892468430001577,-0.03150058329132068
2023-09-20,4,-0.012498811778685837,-0.014410432429310505,-0.015028454221241466,-0.001,0.0027,0.0104129044484139,AMD,Arm Holdings IPO,-0.022911716227099737,-0.02108767884290678
2023-09-21,5,-0.04215662628982697,-0.018324526901787763,-0.02053774304495823,0.0019,0.0038,-0.01275611400442795,AMD,Arm Holdings IPO,-0.02940051228539902,-0.03384379284733473
2023-09-22,6,0.000936388901457752,0.00013977061586745165,0.009486392494549856,0.0001,-0.005,-0.00710346030167446,AMD,Arm Holdings IPO,0.008039849203132212,-0.04094725314900919
2023-09-25,7,0.012266115827536339,0.004749746226869966,0.009022806457216426,-0.001,0.0033,0.004120815908827001,AMD,Arm Holdings IPO,0.008145299918709338,-0.03682643724018219
2023-09-26,8,-0.014582031310290233,-0.015016251262336966,-0.011007844141360468,0.0039000000000000003,-0.0049,0.0020940590721625282,AMD,Arm Holdings IPO,-0.01667609038245276,-0.03473237816801966
2023-09-27,9,0.021988335040459495,0.0023432910134297824,0.0018257988900234334,0.0069,0.001,0.017245159193481702,AMD,Arm Holdings IPO,0.004743175846977791,-0.01748721897453796
2023-09-28,10,0.04782300862649813,0.00836525785608,0.02049922067529153,0.0017000000000000001,0.0002,0.027761699395684642,AMD,Arm Holdings IPO,0.02006130923081349,0.010274480421146683
2023-09-29,11,0.0005838610095998398,0.0007261787127601504,-0.0011510532271639395,-0.0003,0.0031,0.0017184449187519267,AMD,Arm Holdings IPO,-0.001134583909152087,0.011992925339898609
2023-10-02,12,0.0043765507642268275,0.008345719272174534,0.006383940232285501,-0.009399999999999999,-0.0105,-0.009301113984893888,AMD,Arm Holdings IPO,0.013677664749120716,0.0026918113550047206
2023-10-03,13,-0.030889851028438997,-0.017549676594439068,-0.02337853841426074,-0.0033,-0.0014000000000000002,-0.0014726224577781381,AMD,Arm Holdings IPO,-0.02941722857066086,0.0012191888972265825
2023-10-04,14,0.039868083440936175,0.013608662204249278,0.014815885662464362,-0.0027,-0.0038,0.01772263089866399,AMD,Arm Holdings IPO,0.022145452542272185,0.018941819795890574
2023-10-05,15,-0.011146305718424343,-0.002946483832088287,-0.0012472239156497422,0.0031,0.001,-0.00836248877107373,AMD,Arm Holdings IPO,-0.0027838169473506117,0.010579331024816844
2023-10-06,16,0.042075542197793414,0.01675544265164386,0.026074729130918517,-0.003,-0.005600000000000001,0.009866453105099475,AMD,Arm Holdings IPO,0.03220908909269394,0.02044578412991632
