date,open,high,low,close,volume,foreign_ownership,code,name,daily_return,event_day,cumulative_return,benchmark_return,abnormal_return,cumulative_abnormal_return,asset,case
2022-05-02,513000.0,530000.0,513000.0,526000.0,223203.0,48.28,051910,LG Chem,0.01348747591522148,62,-0.13770491803278684,-0.0028199847869243566,0.016307460702145837,-0.27531112858218154,LG Chem,LG Energy Solution IPO
2021-10-25,714693.0,722526.0,702945.0,717631.0,198103.0,45.03,006400,Samsung SDI,,-67,0.23400768642151504,,,0.0,Samsung SDI,LG Energy Solution IPO
2021-10-26,730358.0,733295.0,718609.0,730358.0,268436.0,45.04,006400,Samsung SDI,0.017734741113469177,-66,0.25589249327223174,0.009448641633615251,0.008286099479853926,0.008286099479853926,Samsung SDI,LG Energy Solution IPO
2021-10-27,722525.0,737211.0,721546.0,734274.0,169636.0,45.13,006400,Samsung SDI,0.005361754098674787,-65,0.26262627999552923,-0.0077367599407034415,0.013098514039378228,0.021384613519232154,Samsung SDI,LG Energy Solution IPO
2021-10-28,739169.0,748959.0,730358.0,730358.0,280570.0,45.18,006400,Samsung SDI,-0.005333159011486122,-64,0.25589249327223174,-0.005268568066660095,-6.459094482602623e-05,0.021320022574406128,Samsung SDI,LG Energy Solution IPO
2021-10-29,731337.0,733295.0,718610.0,718610.0,357280.0,45.23,006400,Samsung SDI,-0.016085262296024694,-63,0.23569113310233947,-0.012915552158960786,-0.003169710137063908,0.01815031243734222,Samsung SDI,LG Energy Solution IPO
2021-11-01,717631.0,717631.0,700987.0,707841.0,261582.0,45.19,006400,Samsung SDI,-0.01498587550966446,-62,0.21717321961327163,0.0027805081664804554,-0.017766383676144915,0.00038392876119730523,Samsung SDI,LG Energy Solution IPO
2021-11-02,716652.0,727421.0,708819.0,715673.0,223637.0,45.19,006400,Samsung SDI,0.011064631746394937,-61,0.2306407930598664,0.011598085224945764,-0.0005334534785508271,-0.0001495247173535219,Samsung SDI,LG Energy Solution IPO
2021-11-03,716652.0,731337.0,709798.0,716652.0,257753.0,45.24,006400,Samsung SDI,0.001367943180754283,-60,0.23232423974069083,-0.01253695880855743,0.013904901989311713,0.013755377271958191,Samsung SDI,LG Energy Solution IPO
2021-11-04,724483.0,735253.0,722525.0,735253.0,314881.0,45.4,006400,Samsung SDI,0.025955414901514207,-59,0.26430972667635344,0.002523767437014879,0.023431647464499328,0.03718702473645752,Samsung SDI,LG Energy Solution IPO
2021-11-05,736232.0,739170.0,722526.0,739170.0,195066.0,45.45,006400,Samsung SDI,0.005327417909209542,-58,0.27104523295703675,-0.004676155295284867,0.01000357320449441,0.04719059794095193,Samsung SDI,LG Energy Solution IPO
2021-11-08,740148.0,740148.0,724483.0,728400.0,144339.0,45.44,006400,Samsung SDI,-0.01457039652583303,-57,0.2525255999105831,-0.0030546228534287234,-0.011515773672404306,0.03567482426854762,Samsung SDI,LG Energy Solution IPO
2021-11-09,724483.0,736232.0,722525.0,732316.0,159465.0,45.45,006400,Samsung SDI,0.005376166941241101,-56,0.2592593866338804,0.0007634619282481658,0.004612705012992935,0.04028752928154056,Samsung SDI,LG Energy Solution IPO
2021-11-10,723504.0,732316.0,719588.0,732316.0,164239.0,45.53,006400,Samsung SDI,0.0,-55,0.2592593866338804,-0.01089972522835747,0.01089972522835747,0.05118725450989803,Samsung SDI,LG Energy Solution IPO
2021-11-11,731336.0,737211.0,719588.0,737211.0,234351.0,45.58,006400,Samsung SDI,0.006684272909508904,-54,0.2676766200380023,-0.001791704918144732,0.008475977827653636,0.059663232337551664,Samsung SDI,LG Energy Solution IPO
2021-11-12,741127.0,741127.0,729378.0,735253.0,198047.0,45.73,006400,Samsung SDI,-0.0026559560288709205,-53,0.26430972667635344,0.015002119716094775,-0.017658075744965696,0.04200515659258597,Samsung SDI,LG Energy Solution IPO
2021-11-15,742107.0,743086.0,731337.0,738191.0,127007.0,45.76,006400,Samsung SDI,0.003995903450920935,-52,0.26936178627621254,0.010347615198059712,-0.006351711747138777,0.03565344484544719,Samsung SDI,LG Energy Solution IPO
2021-11-16,738190.0,748960.0,736232.0,744065.0,205754.0,45.83,006400,Samsung SDI,0.007957290186415111,-51,0.2794624663611587,-0.0007701232197151464,0.008727413406130258,0.04438085825157745,Samsung SDI,LG Energy Solution IPO
2021-11-17,751897.0,755813.0,741127.0,746023.0,167915.0,45.9,006400,Samsung SDI,0.0026314905283812973,-50,0.2828293597228073,-0.011607461605960157,0.014238952134341454,0.0586198103859189,Samsung SDI,LG Energy Solution IPO
2021-11-18,741127.0,747002.0,737211.0,747002.0,151714.0,45.89,006400,Samsung SDI,0.0013122919802741606,-49,0.28451280640363175,-0.0050769303474861305,0.006389222327760291,0.0650090327136792,Samsung SDI,LG Energy Solution IPO
2021-11-19,745044.0,745044.0,735253.0,741128.0,191568.0,45.92,006400,Samsung SDI,-0.007863432761893496,-48,0.2744121263186856,0.008020682775889076,-0.015884115537782573,0.04912491717589662,Samsung SDI,LG Energy Solution IPO
2021-11-22,736232.0,736232.0,721546.0,730358.0,220101.0,45.89,006400,Samsung SDI,-0.014531902721257373,-47,0.25589249327223174,0.014213973652146494,-0.028745876373403867,0.020379040802492754,Samsung SDI,LG Energy Solution IPO
2021-11-23,729379.0,729379.0,710777.0,721547.0,211877.0,45.91,006400,Samsung SDI,-0.012063946722018493,-46,0.24074147314481253,-0.005283331950551751,-0.006780614771466742,0.013598426031026012,Samsung SDI,LG Energy Solution IPO
2021-11-24,716652.0,722526.0,705882.0,714694.0,200397.0,45.95,006400,Samsung SDI,-0.009497648801810588,-45,0.22895734637904197,-0.0010142360033763564,-0.008483412798434231,0.005115013232591781,Samsung SDI,LG Energy Solution IPO
2021-11-25,712735.0,714693.0,699029.0,700008.0,207685.0,45.9,006400,Samsung SDI,-0.02054865438915121,-44,0.20370392660929082,-0.004682245206710123,-0.015866409182441088,-0.010751395949849307,Samsung SDI,LG Energy Solution IPO
2021-11-26,694133.0,709798.0,691196.0,698050.0,196690.0,45.97,006400,Samsung SDI,-0.002797110890161214,-43,0.20033703324764196,-0.01470672120311245,0.011909610312951235,0.0011582143631019282,Samsung SDI,LG Energy Solution IPO
2021-11-29,687280.0,696092.0,677490.0,694134.0,205010.0,45.96,006400,Samsung SDI,-0.005609913329990723,-42,0.19360324652434469,-0.009235673128005328,0.003625759798014605,0.004783974161116533,Samsung SDI,LG Energy Solution IPO
2021-11-30,697070.0,701965.0,663783.0,673574.0,401571.0,45.95,006400,Samsung SDI,-0.02961964116438609,-41,0.15824914666964718,-0.024167159336202282,-0.005452481828183808,-0.0006685076670672752,Samsung SDI,LG Energy Solution IPO
2021-12-01,679449.0,683365.0,665742.0,678470.0,231132.0,45.98,006400,Samsung SDI,0.007268689112109428,-40,0.16666809963115492,0.021384214919989653,-0.014115525807880225,-0.0147840334749475,Samsung SDI,LG Energy Solution IPO
2021-12-02,673574.0,681406.0,665741.0,670637.0,298117.0,45.92,006400,Samsung SDI,-0.011545094108803666,-39,0.1531988066271741,0.015708413226104723,-0.02725350733490839,-0.04203754080985589,Samsung SDI,LG Energy Solution IPO
2021-12-03,667699.0,684343.0,666720.0,677490.0,266107.0,45.93,006400,Samsung SDI,0.010218642872373618,-38,0.16498293339294468,0.007829502897866769,0.0023891399745068487,-0.03964840083534904,Samsung SDI,LG Energy Solution IPO
2021-12-06,677490.0,688260.0,668679.0,683365.0,165999.0,45.96,006400,Samsung SDI,0.008671714711656175,-37,0.17508533303527662,0.001657497650193962,0.0070142170614622135,-0.03263418377388683,Samsung SDI,LG Energy Solution IPO
2021-12-07,686301.0,687280.0,669657.0,676511.0,175744.0,45.95,006400,Samsung SDI,-0.010029779107797454,-36,0.16329948671212025,0.006212057512822611,-0.016241836620620065,-0.04887602039450689,Samsung SDI,LG Energy Solution IPO
2021-12-08,685322.0,703924.0,680427.0,695113.0,270453.0,45.98,006400,Samsung SDI,0.027496966050810645,-35,0.1952866932051689,0.0033692992659741794,0.024127666784836466,-0.024748353609670426,Samsung SDI,LG Energy Solution IPO
2021-12-09,699029.0,701966.0,690217.0,693155.0,319725.0,46.09,006400,Samsung SDI,-0.0028168082024073726,-34,0.19191979984352026,0.009251115997068515,-0.012067924199475888,-0.036816277809146314,Samsung SDI,LG Energy Solution IPO
2021-12-10,690217.0,696092.0,682385.0,694134.0,187571.0,46.1,006400,Samsung SDI,0.0014123825118479427,-33,0.19360324652434469,-0.006383744227728694,0.0077961267395766365,-0.029020151069569677,Samsung SDI,LG Energy Solution IPO
2021-12-13,694134.0,704903.0,687281.0,688260.0,162603.0,46.11,006400,Samsung SDI,-0.008462343005817274,-32,0.18350256643939855,-0.002846958538051947,-0.0056153844677653275,-0.034635535537335005,Samsung SDI,LG Energy Solution IPO
2021-12-14,682385.0,683364.0,665742.0,665742.0,299366.0,45.92,006400,Samsung SDI,-0.03271728707174615,-31,0.1447815732230524,-0.0045674726651253605,-0.028149814406620788,-0.06278534994395579,Samsung SDI,LG Energy Solution IPO
2021-12-15,659868.0,663784.0,647140.0,659868.0,334146.0,45.82,006400,Samsung SDI,-0.008823237830871467,-30,0.13468089313810627,0.00048193577536448373,-0.00930517360623595,-0.07209052355019174,Samsung SDI,LG Energy Solution IPO
2021-12-16,665741.0,676511.0,663783.0,668679.0,228734.0,45.88,006400,Samsung SDI,0.013352670534106714,-29,0.14983191326552547,0.005693469236198734,0.00765920129790798,-0.06443132225228376,Samsung SDI,LG Energy Solution IPO
2021-12-17,656930.0,671616.0,656930.0,665742.0,247978.0,45.84,006400,Samsung SDI,-0.004392242017470238,-28,0.1447815732230524,0.003765288167615344,-0.008157530185085582,-0.07258885243736934,Samsung SDI,LG Energy Solution IPO
2021-12-20,660846.0,661825.0,639308.0,640287.0,360418.0,45.77,006400,Samsung SDI,-0.03823553268383251,-27,0.1010102399642332,-0.018136148694548604,-0.020099383989283903,-0.09268823642665325,Samsung SDI,LG Energy Solution IPO
2021-12-21,639308.0,640287.0,614832.0,631476.0,454350.0,45.72,006400,Samsung SDI,-0.013761016544143523,-26,0.085859219836814,0.004060074249071954,-0.017821090793215477,-0.11050932721986872,Samsung SDI,LG Energy Solution IPO
2021-12-22,632454.0,635391.0,615810.0,618748.0,376011.0,45.65,006400,Samsung SDI,-0.020155952086856832,-25,0.06397269342871148,0.0031764385569219566,-0.02333239064377879,-0.1338417178636475,Samsung SDI,LG Energy Solution IPO
2021-12-23,627559.0,632455.0,624622.0,629518.0,264998.0,45.52,006400,Samsung SDI,0.017406116868256438,-24,0.08249232647516536,0.004587063743097586,0.012819053125158852,-0.12102266473848866,Samsung SDI,LG Energy Solution IPO
2021-12-24,634412.0,648119.0,632454.0,637350.0,219813.0,45.38,006400,Samsung SDI,0.012441264586556589,-23,0.09595989992176013,0.004756234636461576,0.0076850299500950126,-0.11333763478839365,Samsung SDI,LG Energy Solution IPO
2021-12-27,637350.0,637350.0,628538.0,630497.0,132332.0,45.35,006400,Samsung SDI,-0.010752333882482201,-22,0.08417577315598956,-0.0042756180226593,-0.006476715859822901,-0.11981435064821655,Samsung SDI,LG Energy Solution IPO
2021-12-28,633433.0,637350.0,626580.0,637350.0,234291.0,45.44,006400,Samsung SDI,0.01086920318415463,-21,0.09595989992176013,0.006897701321864735,0.0039715018622898945,-0.11584284878592666,Samsung SDI,LG Energy Solution IPO
2021-12-29,646161.0,653015.0,641266.0,649099.0,243664.0,45.45,006400,Samsung SDI,0.018434141366596046,-20,0.11616297964903843,-0.008923131936534823,0.02735727330313087,-0.08848557548279579,Samsung SDI,LG Energy Solution IPO
2021-12-30,643224.0,646161.0,637349.0,641266.0,151016.0,45.44,006400,Samsung SDI,-0.012067496637646946,-19,0.10269368664505762,-0.005225019961313415,-0.006842476676333531,-0.09532805215912932,Samsung SDI,LG Energy Solution IPO
2022-01-03,649098.0,650077.0,629517.0,636371.0,173733.0,45.44,006400,Samsung SDI,-0.007633337803657159,-18,0.0942764532409357,0.0037344886067871563,-0.011367826410444315,-0.10669587856957363,Samsung SDI,LG Energy Solution IPO
2022-01-04,639308.0,642245.0,631475.0,635392.0,213740.0,45.38,006400,Samsung SDI,-0.0015384107698181992,-17,0.09259300656011149,0.00015725532576937873,-0.001695666095587578,-0.10839154466516121,Samsung SDI,LG Energy Solution IPO
2022-01-05,630496.0,636371.0,621685.0,634413.0,344109.0,45.46,006400,Samsung SDI,-0.0015407811240935043,-16,0.09090955987928706,-0.011798985695360642,0.010258204571267138,-0.09813334009389407,Samsung SDI,LG Energy Solution IPO
2022-01-06,628539.0,644203.0,624622.0,628539.0,240883.0,45.41,006400,Samsung SDI,-0.00925895276420885,-15,0.08080887979434093,-0.011320358703710509,0.0020614059395016593,-0.09607193415439241,Samsung SDI,LG Energy Solution IPO
2022-01-07,634413.0,635392.0,621686.0,622665.0,468135.0,45.35,006400,Samsung SDI,-0.009345482141919548,-14,0.07070819970939479,0.011764987861792031,-0.02111047000371158,-0.11718240415810399,Samsung SDI,LG Energy Solution IPO
2022-01-10,623643.0,623643.0,609937.0,610916.0,267241.0,45.28,006400,Samsung SDI,-0.01886889418868898,-13,0.05050511998211671,-0.009533349803207636,-0.009335544385481342,-0.12651794854358533,Samsung SDI,LG Energy Solution IPO
2022-01-11,626580.0,626580.0,608957.0,613853.0,277829.0,45.28,006400,Samsung SDI,0.0048075349147838065,-12,0.055555460024589776,0.00022550841898105745,0.004582026495802749,-0.12193592204778259,Samsung SDI,LG Energy Solution IPO
2022-01-12,618748.0,649098.0,618748.0,645182.0,447219.0,45.2,006400,Samsung SDI,0.05103664883938008,-11,0.1094274733683549,0.015406267720623923,0.03563038111875616,-0.08630554092902643,Samsung SDI,LG Energy Solution IPO
2022-01-13,659868.0,659868.0,646161.0,652036.0,320486.0,45.18,006400,Samsung SDI,0.010623358990176524,-10,0.1212133196915115,-0.0034953977823231064,0.01411875677249963,-0.0721867841565268,Samsung SDI,LG Energy Solution IPO
2022-01-14,640287.0,651056.0,629517.0,633434.0,251120.0,45.15,006400,Samsung SDI,-0.028529099620266396,-9,0.08922611319846263,-0.01356137051878914,-0.014967729101477256,-0.08715451325800405,Samsung SDI,LG Energy Solution IPO
2022-01-17,632455.0,644203.0,624622.0,627560.0,263450.0,45.05,006400,Samsung SDI,-0.009273262881373645,-8,0.0791254331135165,-0.010890099660497254,0.0016168367791236093,-0.08553767647888044,Samsung SDI,LG Energy Solution IPO
2022-01-18,628538.0,667700.0,626580.0,660847.0,497674.0,45.14,006400,Samsung SDI,0.053041940212888106,-7,0.1363643398189307,-0.008947787273796748,0.061989727486684854,-0.02354794899219559,Samsung SDI,LG Energy Solution IPO
2022-01-19,661825.0,665741.0,645181.0,647140.0,327176.0,45.11,006400,Samsung SDI,-0.020741563478384517,-6,0.11279436673000376,-0.007666955283076704,-0.013074608195307813,-0.0366225571875034,Samsung SDI,LG Energy Solution IPO
2022-01-20,643224.0,677490.0,638328.0,673574.0,383862.0,45.19,006400,Samsung SDI,0.04084742095991589,-5,0.15824914666964718,0.007177336504496257,0.033670084455419635,-0.0029524727320837663,Samsung SDI,LG Energy Solution IPO
2022-01-21,672595.0,676511.0,654972.0,669658.0,267527.0,45.19,006400,Samsung SDI,-0.0058137635953882105,-4,0.1515153599463499,-0.00991728031075767,0.00410351671536946,0.0011510439832856934,Samsung SDI,LG Energy Solution IPO
2022-01-24,661825.0,670637.0,653014.0,667700.0,287978.0,45.21,006400,Samsung SDI,-0.0029238805479812058,-3,0.14814846658470104,-0.014920844373723208,0.011996963825742002,0.013148007809027695,Samsung SDI,LG Energy Solution IPO
2022-01-25,659868.0,661826.0,626580.0,628539.0,472994.0,45.09,006400,Samsung SDI,-0.05865059158304631,-2,0.08080887979434093,-0.02564828080229231,-0.033002310780753996,-0.0198543029717263,Samsung SDI,LG Energy Solution IPO
2022-01-26,632455.0,637350.0,619728.0,619728.0,336362.0,45.0,006400,Samsung SDI,-0.014018223212879377,-1,0.06565785966692173,-0.004098677027926212,-0.009919546184953165,-0.029773849156679466,Samsung SDI,LG Energy Solution IPO
2022-01-27,623643.0,632454.0,577628.0,581545.0,613410.0,45.03,006400,Samsung SDI,-0.061612513877055686,0,0.0,-0.034972907531263364,-0.02663960634579232,-0.05641345550247179,Samsung SDI,LG Energy Solution IPO
2022-01-28,575671.0,579587.0,540425.0,571755.0,892895.0,44.81,006400,Samsung SDI,-0.01683446680824352,1,-0.01683446680824352,0.01868433231720168,-0.0355187991254452,-0.09193225462791699,Samsung SDI,LG Energy Solution IPO
2022-02-03,576650.0,587419.0,567838.0,571755.0,547988.0,44.68,006400,Samsung SDI,0.0,2,-0.01683446680824352,0.016700834290777733,-0.016700834290777733,-0.10863308891869472,Samsung SDI,LG Energy Solution IPO
2022-02-04,567838.0,577629.0,561964.0,574692.0,449089.0,44.52,006400,Samsung SDI,0.005136815594091848,3,-0.011784126765770453,0.015673124506060176,-0.010536308911968328,-0.11916939783066305,Samsung SDI,LG Energy Solution IPO
2022-02-07,576649.0,577628.0,555111.0,556090.0,383906.0,44.49,006400,Samsung SDI,-0.03236864268164508,4,-0.04377133325881921,-0.001890730330950663,-0.030477912350694414,-0.14964731018135746,Samsung SDI,LG Energy Solution IPO
2022-02-08,551195.0,559027.0,534551.0,544342.0,680048.0,44.37,006400,Samsung SDI,-0.02112607671420097,5,-0.06397269342871148,0.0005136499748639167,-0.021639726689064887,-0.17128703687042235,Samsung SDI,LG Energy Solution IPO
2022-02-09,548257.0,561964.0,543362.0,554132.0,337376.0,44.35,006400,Samsung SDI,0.017985016772543716,6,-0.04713822662046785,0.008148641710996385,0.009836375061547331,-0.16145066180887502,Samsung SDI,LG Energy Solution IPO
2022-02-10,560985.0,567838.0,551194.0,557069.0,301211.0,44.29,006400,Samsung SDI,0.005300181184266561,7,-0.04208788657799478,0.0011123751738086884,0.004187806010457873,-0.15726285579841714,Samsung SDI,LG Energy Solution IPO
2022-02-11,545321.0,546300.0,533572.0,535531.0,373444.0,44.19,006400,Samsung SDI,-0.03866307405366298,8,-0.07912371355613068,-0.008737594383696479,-0.029925479669966504,-0.18718833546838365,Samsung SDI,LG Energy Solution IPO
2022-02-14,520845.0,528677.0,510075.0,514971.0,450734.0,44.13,006400,Samsung SDI,-0.03839180178178292,9,-0.11447781341082808,-0.015733101382605863,-0.022658700399177056,-0.2098470358675607,Samsung SDI,LG Energy Solution IPO
2022-02-15,513991.0,530635.0,513012.0,518887.0,236154.0,44.18,006400,Samsung SDI,0.007604311699105359,10,-0.10774402668753058,-0.010331006330237202,0.017935318029342562,-0.19191171783821814,Samsung SDI,LG Energy Solution IPO
2022-02-16,533572.0,536509.0,525739.0,528677.0,225575.0,44.13,006400,Samsung SDI,0.018867306369209524,11,-0.09090955987928706,0.019853990599804083,-0.000986684230594559,-0.1928984020688127,Samsung SDI,LG Energy Solution IPO
2022-02-17,531614.0,554132.0,530635.0,545321.0,399569.0,44.17,006400,Samsung SDI,0.03148236068525767,12,-0.06228924674788705,0.005279007063099028,0.026203353622158643,-0.16669504844665406,Samsung SDI,LG Energy Solution IPO
2022-02-18,535530.0,548258.0,535530.0,543363.0,182529.0,44.16,006400,Samsung SDI,-0.0035905457519516126,13,-0.0656561401095358,0.00015670039976822814,-0.0037472461517198408,-0.1704422945983739,Samsung SDI,LG Energy Solution IPO
2022-02-21,533572.0,543363.0,523782.0,541405.0,158128.0,44.23,006400,Samsung SDI,-0.0036034842269347944,14,-0.06902303347118455,-0.00026234095579547034,-0.003341143271139324,-0.17378343786951322,Samsung SDI,LG Energy Solution IPO
2022-02-22,526718.0,536509.0,524760.0,529656.0,201116.0,44.25,006400,Samsung SDI,-0.021700944764086016,15,-0.08922611319846274,-0.013488592463007598,-0.008212352301078418,-0.18199579017059164,Samsung SDI,LG Energy Solution IPO
2022-02-23,535530.0,541405.0,525740.0,537489.0,154629.0,44.26,006400,Samsung SDI,0.014788844079931085,16,-0.07575682019448193,0.0047066820846835,0.010082161995247585,-0.17191362817534406,Samsung SDI,LG Energy Solution IPO
2022-02-24,524761.0,526719.0,504201.0,505181.0,390542.0,44.15,006400,Samsung SDI,-0.060109137117224765,17,-0.1313122802190716,-0.026008170529466468,-0.0341009665877583,-0.20601459476310235,Samsung SDI,LG Energy Solution IPO
2022-02-25,515949.0,530635.0,513012.0,527698.0,255282.0,44.23,006400,Samsung SDI,0.04457214344957561,18,-0.09259300656011138,0.010555723346421075,0.03401642010315453,-0.17199817465994782,Samsung SDI,LG Energy Solution IPO
2022-02-28,521824.0,538468.0,518887.0,536510.0,253290.0,44.28,006400,Samsung SDI,0.016698945230036788,19,-0.07744026687530625,0.008375797606060997,0.00832314762397579,-0.16367502703597203,Samsung SDI,LG Energy Solution IPO
2022-03-02,547279.0,547279.0,530635.0,535531.0,283173.0,44.2,006400,Samsung SDI,-0.0018247562953159768,20,-0.07912371355613068,0.0016078957312961606,-0.0034326520266121374,-0.16710767906258417,Samsung SDI,LG Energy Solution IPO
2022-03-03,540426.0,543363.0,538468.0,539447.0,152596.0,44.21,006400,Samsung SDI,0.007312368471666497,21,-0.07238992683283318,0.016112327632124,-0.008799959160457504,-0.17590763822304167,Samsung SDI,LG Energy Solution IPO
2022-03-04,536509.0,536509.0,516929.0,516929.0,331919.0,44.07,006400,Samsung SDI,-0.04174274766566499,22,-0.11111092004917933,-0.012249370240400737,-0.029493377425264256,-0.20540101564830593,Samsung SDI,LG Energy Solution IPO
2022-03-07,503222.0,509096.0,494410.0,500285.0,347059.0,44.01,006400,Samsung SDI,-0.0321978453520696,23,-0.13973123318057934,-0.02289353327706989,-0.00930431207499971,-0.21470532772330564,Samsung SDI,LG Energy Solution IPO
2022-03-08,483641.0,493432.0,483152.0,486579.0,411686.0,43.93,006400,Samsung SDI,-0.027396384061085133,24,-0.16329948671212025,-0.01090404366143527,-0.016492340399649863,-0.2311976681229555,Samsung SDI,LG Energy Solution IPO
2022-03-10,501264.0,501264.0,488047.0,492453.0,432479.0,43.83,006400,Samsung SDI,0.012072037634176525,25,-0.1531988066271741,0.02208663819402079,-0.010014600559844267,-0.24121226868279977,Samsung SDI,LG Energy Solution IPO
2022-03-11,490494.0,496368.0,462592.0,470914.0,620502.0,43.57,006400,Samsung SDI,-0.043738184151584036,26,-0.19023635316269594,-0.007103629417382962,-0.036634554734201075,-0.27784682341700084,Samsung SDI,LG Energy Solution IPO
2022-03-14,463082.0,480705.0,452802.0,480705.0,666256.0,43.47,006400,Samsung SDI,0.02079148209651871,27,-0.1734001667970665,-0.005873113689653153,0.026664595786171863,-0.251182227630829,Samsung SDI,LG Energy Solution IPO
2022-03-15,471893.0,479236.0,468956.0,476789.0,281203.0,43.34,006400,Samsung SDI,-0.008146368354812195,28,-0.18013395352036388,-0.009116852191332847,0.0009704838365206525,-0.25021174379430833,Samsung SDI,LG Energy Solution IPO
2022-03-16,482173.0,489026.0,474830.0,487558.0,307970.0,43.33,006400,Samsung SDI,0.0225865110143062,29,-0.16161604003129593,0.014380914961873437,0.008205596052432762,-0.24200614774187557,Samsung SDI,LG Energy Solution IPO
2022-03-17,504201.0,506159.0,495389.0,497348.0,383030.0,43.32,006400,Samsung SDI,0.02007966231709868,30,-0.1447815732230524,0.013266998341625369,0.00681266397547331,-0.23519348376640226,Samsung SDI,LG Energy Solution IPO
2022-03-18,505180.0,505180.0,491473.0,493432.0,348053.0,43.15,006400,Samsung SDI,-0.007873762435960385,31,-0.1515153599463498,0.004642773639734088,-0.012516536075694473,-0.24771001984209673,Samsung SDI,LG Energy Solution IPO
2022-03-21,500285.0,504201.0,491473.0,493432.0,235852.0,43.13,006400,Samsung SDI,0.0,32,-0.1515153599463498,-0.007746525699847018,0.007746525699847018,-0.2399634941422497,Samsung SDI,LG Energy Solution IPO
2022-03-22,492452.0,500285.0,489515.0,498327.0,180511.0,43.14,006400,Samsung SDI,0.009920313234650369,33,-0.14309812654222798,0.008916438636659807,0.0010038745979905617,-0.23895961954425915,Samsung SDI,LG Energy Solution IPO
2022-03-23,504201.0,516929.0,502243.0,509097.0,397546.0,43.15,006400,Samsung SDI,0.02161231480533865,34,-0.12457849349577421,0.009243542435424468,0.012368772369914183,-0.22659084717434497,Samsung SDI,LG Energy Solution IPO
2022-03-24,510075.0,519866.0,504201.0,519866.0,330208.0,43.12,006400,Samsung SDI,0.021153139774934937,35,-0.10606058000670626,-0.0019707135152923216,0.02312385329022726,-0.2034669938841177,Samsung SDI,LG Energy Solution IPO
2022-03-25,530635.0,535530.0,524760.0,529656.0,435896.0,43.05,006400,Samsung SDI,0.018831775880707724,36,-0.08922611319846274,0.00011723071737868018,0.018714545163329044,-0.18475244872078866,Samsung SDI,LG Energy Solution IPO
2022-03-28,528677.0,528677.0,515949.0,521824.0,210424.0,43.07,006400,Samsung SDI,-0.014786956062047829,37,-0.10269368664505751,-0.00015384728093248423,-0.014633108781115345,-0.199385557501904,Samsung SDI,LG Energy Solution IPO
2022-03-29,528676.0,533572.0,521823.0,530635.0,220044.0,42.99,006400,Samsung SDI,0.016885003372784757,38,-0.08754266651763831,0.004216796846378212,0.012668206526406545,-0.18671735097549746,Samsung SDI,LG Energy Solution IPO
2022-03-30,540425.0,557069.0,539446.0,549237.0,565755.0,43.05,006400,Samsung SDI,0.03505611201673475,39,-0.055555460024589665,0.002068535280018269,0.032987576736716484,-0.15372977423878098,Samsung SDI,LG Energy Solution IPO
2022-03-31,552173.0,583503.0,550215.0,583503.0,669191.0,43.24,006400,Samsung SDI,0.062388367863053684,40,0.0033668933616486374,0.00397198133059562,0.058416386532458064,-0.09531338770632292,Samsung SDI,LG Energy Solution IPO
2022-04-01,577629.0,584482.0,572733.0,574692.0,353586.0,43.27,006400,Samsung SDI,-0.015100179433524819,41,-0.011784126765770453,-0.006454771272641602,-0.008645408160883217,-0.10395879586720613,Samsung SDI,LG Energy Solution IPO
2022-04-04,563922.0,574692.0,550216.0,572734.0,321355.0,43.26,006400,Samsung SDI,-0.003407042380962344,42,-0.015151020127419201,0.006587951895176802,-0.009994994276139146,-0.11395379014334528,Samsung SDI,LG Energy Solution IPO
2022-04-05,582523.0,596230.0,578607.0,587419.0,365373.0,43.31,006400,Samsung SDI,0.025640175020166467,43,0.010100680084946134,0.0004713731462342441,0.025168801873932223,-0.08878498826941306,Samsung SDI,LG Energy Solution IPO
2022-04-06,577628.0,592314.0,577628.0,585461.0,241250.0,43.33,006400,Samsung SDI,-0.0033332255170500646,44,0.006733786723297497,-0.0087597854450564,0.005426559928006336,-0.08335842834140672,Samsung SDI,LG Energy Solution IPO
2022-04-07,578608.0,579587.0,565880.0,570776.0,256487.0,43.34,006400,Samsung SDI,-0.025082798000208406,45,-0.01851791348906795,-0.014321597934940367,-0.01076120006526804,-0.09411962840667476,Samsung SDI,LG Energy Solution IPO
2022-04-08,574691.0,592314.0,573712.0,588398.0,262685.0,43.39,006400,Samsung SDI,0.030873757831443527,46,0.011784126765770564,0.0016803543210699434,0.029193403510373583,-0.06492622489630118,Samsung SDI,LG Energy Solution IPO
2022-04-11,582524.0,583503.0,568817.0,572734.0,238193.0,43.34,006400,Samsung SDI,-0.02662143651066118,47,-0.015151020127419201,-0.00269961005632513,-0.023921826454336048,-0.08884805135063722,Samsung SDI,LG Energy Solution IPO
2022-04-12,560985.0,569797.0,557069.0,564902.0,305389.0,43.31,006400,Samsung SDI,-0.013674760010755405,48,-0.028618593574014084,-0.009780550295198753,-0.0038942097155566513,-0.09274226106619388,Samsung SDI,LG Energy Solution IPO
2022-04-13,563922.0,588398.0,562943.0,586440.0,370416.0,43.19,006400,Samsung SDI,0.03812696715536501,49,0.008417233404121705,0.01864809731659367,0.01947886983877134,-0.07326339122742254,Samsung SDI,LG Energy Solution IPO
