date,open,high,low,close,volume,foreign_ownership,code,name
2021-08-06,135500,137000,134000,136500,171840,22.83,251270,Netmarble
2021-08-09,135500,136000,134000,135000,231939,22.83,251270,Netmarble
2021-08-10,134000,136000,133500,134500,149719,22.84,251270,Netmarble
2021-08-11,136500,138000,135000,136500,256680,22.82,251270,Netmarble
2021-08-12,134000,135000,130000,132000,507930,22.74,251270,Netmarble
2021-08-13,133000,133500,126500,127000,433183,22.72,251270,Netmarble
2021-08-17,126500,127000,123000,125000,268509,22.72,251270,Netmarble
2021-08-18,124500,130000,124000,129500,200426,22.71,251270,Netmarble
2021-08-19,128500,129000,126000,126500,216530,22.68,251270,Netmarble
2021-08-20,126500,128500,124000,125000,230207,22.64,251270,Netmarble
2021-08-23,126500,131500,126500,129000,233037,22.62,251270,Netmarble
2021-08-24,130000,133000,129500,132000,185105,22.62,251270,Netmarble
2021-08-25,135500,137000,132500,136500,415984,22.65,251270,Netmarble
2021-08-26,131500,133500,126000,127000,742075,22.55,251270,Netmarble
2021-08-27,126000,129500,125500,127500,231911,22.6,251270,Netmarble
2021-08-30,128000,128500,124000,125000,236501,22.57,251270,Netmarble
2021-08-31,123500,129500,123000,129000,328533,22.63,251270,Netmarble
2021-09-01,127500,129500,126500,127500,153267,22.64,251270,Netmarble
2021-09-02,127500,129000,125000,126000,197545,22.61,251270,Netmarble
2021-09-03,125500,127500,125000,126000,131338,22.61,251270,Netmarble
2021-09-06,125500,126500,124500,126000,108869,22.62,251270,Netmarble
2021-09-07,126000,127000,124500,125000,157585,22.58,251270,Netmarble
2021-09-08,124500,125500,123500,125000,170794,22.57,251270,Netmarble
2021-09-09,124000,125000,122000,122500,239547,22.59,251270,Netmarble
2021-09-10,123000,123500,120500,122500,160169,22.6,251270,Netmarble
2021-09-13,122500,124000,120500,121500,116294,22.6,251270,Netmarble
2021-09-14,122000,125500,122000,124000,132706,22.62,251270,Netmarble
2021-09-15,123000,125000,122500,124000,98409,22.63,251270,Netmarble
2021-09-16,124000,124500,122000,122000,99786,22.62,251270,Netmarble
2021-09-17,121000,122500,119000,122000,218449,22.66,251270,Netmarble
2021-09-23,120500,121500,119000,121000,131078,22.68,251270,Netmarble
2021-09-24,120500,121500,119500,120000,113801,22.67,251270,Netmarble
2021-09-27,119000,120500,118500,119000,103886,22.69,251270,Netmarble
2021-09-28,118500,119000,114500,116000,250658,22.68,251270,Netmarble
2021-09-29,113500,115500,112500,114500,217282,22.79,251270,Netmarble
2021-09-30,114000,118500,113500,118000,183792,22.83,251270,Netmarble
2021-10-01,116000,117500,114000,115000,115543,22.83,251270,Netmarble
2021-10-05,113000,116000,112000,114000,200733,22.89,251270,Netmarble
2021-10-06,113500,119000,113500,116500,252294,22.95,251270,Netmarble
2021-10-07,118500,123000,118000,121000,240965,22.96,251270,Netmarble
2021-10-08,121000,122500,119500,121500,175364,23.0,251270,Netmarble
2021-10-12,121500,121500,118500,119000,154726,23.04,251270,Netmarble
2021-10-13,119000,122000,118500,120000,124326,22.99,251270,Netmarble
2021-10-14,121000,123000,120000,122500,148693,23.0,251270,Netmarble
2021-10-15,121000,123000,121000,121500,132493,23.03,251270,Netmarble
2021-10-18,121500,122500,119000,120500,204927,23.09,251270,Netmarble
2021-10-19,121500,128500,121000,127500,343569,23.26,251270,Netmarble
2021-10-20,125500,129000,125500,126000,168967,23.16,251270,Netmarble
2021-10-21,125500,128500,125000,126000,138301,23.15,251270,Netmarble
2021-10-22,126500,130500,126500,129000,257301,23.13,251270,Netmarble
2021-10-25,129000,130000,125500,127000,157942,23.11,251270,Netmarble
2021-10-26,128000,130000,127500,128500,137579,23.12,251270,Netmarble
2021-10-27,128500,129500,126500,129000,134424,23.14,251270,Netmarble
2021-10-28,128500,129000,123500,123500,219269,23.15,251270,Netmarble
2021-10-29,124000,125500,122000,123500,149518,23.14,251270,Netmarble
2021-11-01,123500,127500,123000,127000,182848,23.12,251270,Netmarble
2021-11-02,127500,128500,126000,126500,119550,23.14,251270,Netmarble
2021-11-03,126000,127500,125000,125500,124687,23.17,251270,Netmarble
2021-11-04,126500,128000,123500,124000,196548,23.21,251270,Netmarble
2021-11-05,124000,124500,120000,123000,208315,23.28,251270,Netmarble
2021-11-08,123000,126000,121500,125000,214306,23.31,251270,Netmarble
2021-11-09,125500,132000,125500,131500,663818,23.36,251270,Netmarble
2021-11-10,132000,133500,129000,131000,420096,23.34,251270,Netmarble
2021-11-11,128500,140500,125000,135000,1662986,23.28,251270,Netmarble
2021-11-12,138500,139500,131500,132500,675624,23.18,251270,Netmarble
