date,event_day,return,market_return,industry_return,abnormal_return,asset,case,expected_return,cumulative_abnormal_return
2025-01-23,-5,-0.01431639226914816,-0.012394682496682519,-0.03692554464555292,0.0004980086515409213,Hyundai AutoEver,LG CNS IPO,-0.01481440092068908,0.0004980086515409213
2025-01-24,-4,0.004357298474945592,0.008471510520813297,-0.03518928014518674,-0.004022033460912152,Hyundai AutoEver,LG CNS IPO,0.008379331935857744,-0.0035240248093712304
2025-01-31,-3,0.033984092552422185,-0.007659255755282368,0.0383218031182021,0.04281862284095317,Hyundai AutoEver,LG CNS IPO,-0.008834530288530987,0.03929459803158194
2025-02-03,-2,0.009790209790209836,-0.025192959318654062,-0.018240194796489917,0.038641505241601884,Hyundai AutoEver,LG CNS IPO,-0.028851295451392044,0.07793610327318382
2025-02-04,-1,-0.02146814404432129,0.011304223802441005,0.02651065316101986,-0.03358428101475827,Hyundai AutoEver,LG CNS IPO,0.012116136970436984,0.044351822258425544
2025-02-05,0,0.06086341118188243,0.011113394501327756,0.033052812745358096,0.04889663985043269,Hyundai AutoEver,LG CNS IPO,0.01196677133144974,0.09324846210885823
2025-02-06,1,-0.014009339559706513,0.010951392237583013,-0.007238883143743546,-0.02541064004356169,Hyundai AutoEver,LG CNS IPO,0.011401300483855178,0.06783782206529654
2025-02-07,2,-0.0006765899864682456,-0.005846062875726754,-0.010093193940827694,0.006607190506820966,Hyundai AutoEver,LG CNS IPO,-0.007283780493289212,0.0744450125721175
2025-02-10,3,0.02098849018280302,-0.0002577401345007502,0.009705440480756888,0.02187560118644551,Hyundai AutoEver,LG CNS IPO,-0.0008871110036424879,0.096320613758563
2025-02-11,4,-0.01657824933687002,0.007052001570637012,-0.00551203388872451,-0.023664825617427894,Hyundai AutoEver,LG CNS IPO,0.007086576280557872,0.0726557881411351
2025-02-12,5,-0.044504383007417436,0.0036785411866642193,-0.004666152145345326,-0.04785198259280437,Hyundai AutoEver,LG CNS IPO,0.0033475995853869305,0.024803805548330733
2025-02-13,6,-0.0014114326040931546,0.013647832553102202,0.03726457606846245,-0.01623363029462393,Hyundai AutoEver,LG CNS IPO,0.014822197690530772,0.008570175253706805
2025-02-14,7,-0.007067137809187329,0.0030505154519446798,-0.006611356332026697,-0.009698545456969757,Hyundai AutoEver,LG CNS IPO,0.002631407647782428,-0.0011283702032629517
2025-02-17,8,-0.011387900355871894,0.007475733775882398,0.013267831845024891,-0.01912483027178075,Hyundai AutoEver,LG CNS IPO,0.007736929915908855,-0.0202532004750437
2025-02-18,9,0.011519078473722022,0.006278683123788431,-0.005472979284421642,0.005291091808664568,Hyundai AutoEver,LG CNS IPO,0.006227986665057454,-0.014962108666379134
2025-02-19,10,-0.001423487544483959,0.017020644812529184,0.13223737216986753,-0.020900772996002098,Hyundai AutoEver,LG CNS IPO,0.01947728545151814,-0.03586288166238123
2025-02-20,11,-0.023521026372059883,-0.006535605198538685,0.005671573009034314,-0.015622180405122383,Hyundai AutoEver,LG CNS IPO,-0.0078988459669375,-0.05148506206750361
2025-02-21,12,0.013868613138686037,0.0001959262413058216,0.020010705000764628,0.014153209466142992,Hyundai AutoEver,LG CNS IPO,-0.0002845963274569563,-0.03733185260136062
2025-02-24,13,0.0007199424046075986,-0.003507146139879014,-0.006774487739581947,0.005374016923578242,Hyundai AutoEver,LG CNS IPO,-0.004654074518970644,-0.031957835677782376
2025-02-25,14,-0.015107913669064721,-0.005662937998767603,-0.038441635137775154,-0.007756290008534765,Hyundai AutoEver,LG CNS IPO,-0.007351623660529956,-0.03971412568631714
2025-02-26,15,-0.015339663988312657,0.0041060111242487984,0.012495160665892402,-0.019326281940581516,Hyundai AutoEver,LG CNS IPO,0.00398661795226886,-0.059040407626898654
2025-02-27,16,-0.002225519287833877,-0.00732273417414786,0.013213217938631006,0.0064754685878800865,Hyundai AutoEver,LG CNS IPO,-0.008700987875713963,-0.05256493903901857
2025-02-28,17,-0.020817843866171026,-0.03393534852674729,-0.06476805475066921,0.018189255543895305,Hyundai AutoEver,LG CNS IPO,-0.03900709941006633,-0.034375683495123266
2025-03-04,18,-0.0015186028853454436,-0.0015240170879429193,-0.05018379835898079,0.0013480688842223373,Hyundai AutoEver,LG CNS IPO,-0.002866671769567781,-0.03302761461090093
2025-03-05,19,0.005323193916349833,0.011550385144646791,0.03141174544774261,-0.007113262301731919,Hyundai AutoEver,LG CNS IPO,0.012436456218081753,-0.04014087691263285
2025-03-06,20,0.00605143721633894,0.007048117179345725,0.056117549608192374,-0.0016205206837116605,Hyundai AutoEver,LG CNS IPO,0.0076719579000506,-0.04176139759634451
2025-03-07,21,0.0,-0.0049220545307744334,0.013429595389444271,0.006032363071889531,Hyundai AutoEver,LG CNS IPO,-0.006032363071889531,-0.03572903452445498
2025-03-10,22,-0.020300751879699264,0.0026955544806277487,-0.008288965445244822,-0.022521834674919708,Hyundai AutoEver,LG CNS IPO,0.0022210827952204456,-0.05825086919937469
2025-03-11,23,-0.005372217958557135,-0.012756819004119957,0.007120087792642116,0.009422979998377571,Hyundai AutoEver,LG CNS IPO,-0.014795197956934706,-0.048827889200997114
2025-03-12,24,0.04012345679012341,0.014667402269861407,0.04069958450091793,0.02413590472898716,Hyundai AutoEver,LG CNS IPO,0.015987552061136254,-0.024691984472009956
2025-03-13,25,0.014094955489614147,-0.00045828446260332,0.01992336138056694,0.01510705195981565,Hyundai AutoEver,LG CNS IPO,-0.0010120964702015028,-0.009584932512194305
2025-03-14,26,0.0,-0.0028286784476460047,-0.024815608035366643,0.00407309123721345,Hyundai AutoEver,LG CNS IPO,-0.00407309123721345,-0.005511841274980855
2025-03-17,27,-0.018288222384784225,0.017273492417275715,-5.425739709180588e-05,-0.03678053967764654,Hyundai AutoEver,LG CNS IPO,0.018492317292862312,-0.04229238095262739
2025-03-18,28,-0.01341281669150518,0.0006320168231388479,0.0047804318976957805,-0.013466878616981898,Hyundai AutoEver,LG CNS IPO,5.40619254767166e-05,-0.05575925956960929
2025-03-19,29,0.004531722054380571,0.006231960617683718,0.012552476282961078,-0.00181684227784072,Hyundai AutoEver,LG CNS IPO,0.006348564332221291,-0.05757610184745001
2025-03-20,30,-0.010526315789473717,0.0032260273451469867,-0.01081751437623324,-0.013312427054314381,Hyundai AutoEver,LG CNS IPO,0.002786111264840665,-0.07088852890176439
2025-03-21,31,0.0022796352583587254,0.0022866027075196804,-0.0016564874124831985,0.00044933339031727037,Hyundai AutoEver,LG CNS IPO,0.001830301868041455,-0.07043919551144712
2025-03-24,32,0.018953752843063,-0.004184432850446229,-0.02364040751901275,0.02452150322075045,Hyundai AutoEver,LG CNS IPO,-0.00556775037768745,-0.04591769229069667
2025-03-25,33,0.005952380952380931,-0.0061776472510229885,-0.0034700983390580364,0.013541096326489059,Hyundai AutoEver,LG CNS IPO,-0.0075887153741081275,-0.03237659596420761
2025-03-26,34,0.0,0.010753839154984624,0.009445628997867717,-0.011341512442739827,Hyundai AutoEver,LG CNS IPO,0.011341512442739827,-0.04371810840694744
2025-03-27,35,-0.03032544378698221,-0.013914839217228803,-0.02559810281090885,-0.013930914541623794,Hyundai AutoEver,LG CNS IPO,-0.016394529245358416,-0.05764902294857123
2025-03-28,36,-0.023646071700991644,-0.0188596743570566,-0.009917355371900805,-0.001909107431009003,Hyundai AutoEver,LG CNS IPO,-0.02173696426998264,-0.05955813037958023
2025-03-31,37,-0.06796875000000002,-0.030047146576595685,-0.027904605109678793,-0.03363319415620686,Hyundai AutoEver,LG CNS IPO,-0.034335555843793164,-0.09319132453578709
2025-04-01,38,0.0083822296730931,0.016230573289482075,0.007150969216444203,-0.009020607868819926,Hyundai AutoEver,LG CNS IPO,0.017402837541913026,-0.10221193240460702
2025-04-02,39,-0.014962593516209433,-0.006159301020468799,-0.026641015253491718,-0.007172547725449074,Hyundai AutoEver,LG CNS IPO,-0.007790045790760359,-0.1093844801300561
2025-04-03,40,-0.0008438818565400519,-0.007646077594119505,0.011374859110717839,0.008233849799884882,Hyundai AutoEver,LG CNS IPO,-0.009077731656424934,-0.10115063033017122
2025-04-04,41,0.008445945945946054,-0.008557526038524887,0.009049854972573934,0.018558315332324105,Hyundai AutoEver,LG CNS IPO,-0.01011236938637805,-0.08259231499784711
