date,event_day,return,market_return,industry_return,abnormal_return,asset,case,expected_return,cumulative_abnormal_return
2021-08-03,-5,-0.016990291262135915,0.004374751787132647,-0.04328965920753525,-0.01044079481359613,NCSoft,Krafton IPO,-0.006549496448539785,-0.01044079481359613
2021-08-04,-4,0.0024691358024691024,0.013357469865375116,0.008588461679626236,-0.006994851914090633,NCSoft,Krafton IPO,0.009463987716559735,-0.017435646727686764
2021-08-05,-3,0.006157635467980205,-0.001295581609447649,0.006943585302486677,0.007380983670517616,NCSoft,Krafton IPO,-0.0012233482025374109,-0.010054663057169148
2021-08-06,-2,0.007343941248469932,-0.0017612243714382192,-0.003694268163697001,0.010875845401217962,NCSoft,Krafton IPO,-0.0035319041527480306,0.0008211823440488139
2021-08-09,-1,-0.0012150668286755595,-0.003039420736555054,-0.014585414585414569,0.005248183720645184,NCSoft,Krafton IPO,-0.006463250549320744,0.006069366064693998
2021-08-10,0,-0.008515815085158196,-0.005284595236196621,-0.001139601139601154,-0.002962847086539048,NCSoft,Krafton IPO,-0.005552967998619148,0.0031065189781549502
2021-08-11,1,-0.030674846625766916,-0.006959197580160281,-0.0046560941689096635,-0.023281383949649005,NCSoft,Krafton IPO,-0.0073934626761179125,-0.020174864971494053
2021-08-12,2,0.020253164556962133,-0.00380051046071872,-0.020127831352321157,0.028286529863606087,NCSoft,Krafton IPO,-0.008033365306643954,0.008111664892112035
2021-08-13,3,-0.02481389578163773,-0.011560351329954699,-0.05197904151648641,-0.005358466861484546,NCSoft,Krafton IPO,-0.019455428920153183,0.0027531980306274885
2021-08-17,4,-0.01908396946564883,-0.008892280428469124,-0.022024959144257894,-0.007090320837721046,NCSoft,Krafton IPO,-0.011993648627927785,-0.0043371228070935575
2021-08-18,5,0.02204928664072625,0.005039626609482983,0.025281553398058265,0.015373378676532446,NCSoft,Krafton IPO,0.006675907964193805,0.011036255869438889
2021-08-19,6,0.0824873096446701,-0.019341992383496875,0.026694500378710906,0.09282246807493195,NCSoft,Krafton IPO,-0.010335158430261851,0.10385872394437085
2021-08-20,7,-0.03165298944900352,-0.012047142677293343,0.019997072170985175,-0.025240350089947912,NCSoft,Krafton IPO,-0.0064126393590556085,0.07861837385442294
2021-08-23,8,-0.002421307506053294,0.009704264975445298,0.025859154929577466,-0.012509450839784202,NCSoft,Krafton IPO,0.010088143333730908,0.06610892301463873
2021-08-24,9,0.027912621359223344,0.015562049181123694,0.013699730181164105,0.01593603038932714,NCSoft,Krafton IPO,0.011976590969896204,0.08204495340396588
2021-08-25,10,-0.011806375442739103,0.0027116591785361077,-0.0015240090033762366,-0.01184708915063243,NCSoft,Krafton IPO,4.071370789332637e-05,0.07019786425333345
2021-08-26,11,-0.15292712066905612,-0.00580905742640947,0.0930586080586081,-0.1645235982037425,NCSoft,Krafton IPO,0.01159647753468637,-0.09432573395040904
2021-08-27,12,-0.07052186177715092,0.0017164610855577855,0.008225614289681382,-0.07167094344412661,NCSoft,Krafton IPO,0.0011490816669756905,-0.16599667739453566
2021-08-30,13,-0.015174506828528056,0.0032834487379942434,0.06322978629654102,-0.027664630280184184,NCSoft,Krafton IPO,0.01249012345165613,-0.19366130767471984
2021-08-31,14,0.016949152542372836,0.01751802531017521,-0.02174509803921565,0.010179586855575663,NCSoft,Krafton IPO,0.006769565686797173,-0.18348172081914418
2021-09-01,15,-0.034848484848484795,0.0024224276163000713,-0.03126464277787372,-0.02915247890239382,NCSoft,Krafton IPO,-0.005696005946090976,-0.212634199721538
2021-09-02,16,-0.006279434850863463,-0.009719303278432956,-0.017055537298718337,0.005375822155880764,NCSoft,Krafton IPO,-0.011655257006744227,-0.20725837756565724
2021-09-03,17,-0.017377567140600347,0.007938032337799328,0.005142857142857116,-0.022361106663934885,NCSoft,Krafton IPO,0.004983539523334536,-0.2296194842295921
2021-09-06,18,0.01768488745980701,0.0007091400973426865,-0.01470588235294118,0.02151476677036078,NCSoft,Krafton IPO,-0.00382987931055377,-0.20810471745923131
2021-09-07,19,-0.026856240126382325,-0.004966706521026487,-0.013875013875013886,-0.01915968280279766,NCSoft,Krafton IPO,-0.007696557323584666,-0.227264400262029
2021-09-08,20,-0.00649350649350644,-0.007664506089564704,-0.006539833531510109,0.0017500312969172937,NCSoft,Krafton IPO,-0.008243537790423734,-0.2255143689651117
