date,open,high,low,close,adj_close,volume,foreign_ownership,code,name,source
2020-09-16,245.0,319.0,231.11000061035156,253.92999267578125,253.92999267578125,36099700,,SNOW.US,Snowflake,yahoo-finance-chart
2020-09-17,230.75999450683594,241.5,215.24000549316406,227.5399932861328,227.5399932861328,11907500,,SNOW.US,Snowflake,yahoo-finance-chart
2020-09-18,235.0,249.0,218.58999633789062,240.0,240.0,7475400,,SNOW.US,Snowflake,yahoo-finance-chart
2020-09-21,230.0,241.5,218.60000610351562,228.85000610351562,228.85000610351562,5524900,,SNOW.US,Snowflake,yahoo-finance-chart
2020-09-22,238.5,239.0,225.14999389648438,235.16000366210938,235.16000366210938,3889100,,SNOW.US,Snowflake,yahoo-finance-chart
2020-09-23,243.5,254.8000030517578,213.0,217.38999938964844,217.38999938964844,5851900,,SNOW.US,Snowflake,yahoo-finance-chart
2020-09-24,213.50999450683594,230.9499969482422,208.5500030517578,226.74000549316406,226.74000549316406,4822000,,SNOW.US,Snowflake,yahoo-finance-chart
2020-09-25,228.1199951171875,236.25999450683594,227.89999389648438,229.0,229.0,1985500,,SNOW.US,Snowflake,yahoo-finance-chart
2020-09-28,235.92999267578125,253.0,235.92999267578125,250.41000366210938,250.41000366210938,4241900,,SNOW.US,Snowflake,yahoo-finance-chart
2020-09-29,255.0,259.70001220703125,246.02999877929688,259.1300048828125,259.1300048828125,5290600,,SNOW.US,Snowflake,yahoo-finance-chart
2020-09-30,261.5,278.260009765625,243.0500030517578,251.0,251.0,5418900,,SNOW.US,Snowflake,yahoo-finance-chart
2020-10-01,255.25,255.91000366210938,238.0,243.4600067138672,243.4600067138672,3977400,,SNOW.US,Snowflake,yahoo-finance-chart
2020-10-02,232.44000244140625,243.1199951171875,227.0,227.10000610351562,227.10000610351562,2726200,,SNOW.US,Snowflake,yahoo-finance-chart
2020-10-05,231.97000122070312,243.42999267578125,231.2010040283203,240.0,240.0,2362100,,SNOW.US,Snowflake,yahoo-finance-chart
2020-10-06,244.17999267578125,247.99000549316406,239.0,245.10000610351562,245.10000610351562,1572800,,SNOW.US,Snowflake,yahoo-finance-chart
2020-10-07,245.5,252.36000061035156,245.2899932861328,246.0,246.0,1682800,,SNOW.US,Snowflake,yahoo-finance-chart
2020-10-08,250.0,250.0,239.99000549316406,240.19000244140625,240.19000244140625,1343800,,SNOW.US,Snowflake,yahoo-finance-chart
2020-10-09,242.0,243.69500732421875,235.47000122070312,238.0,238.0,1728000,,SNOW.US,Snowflake,yahoo-finance-chart
2020-10-12,250.32000732421875,251.5,243.0,243.97000122070312,243.97000122070312,3138900,,SNOW.US,Snowflake,yahoo-finance-chart
2020-10-13,247.0,250.5,245.27000427246094,249.61000061035156,249.61000061035156,1462400,,SNOW.US,Snowflake,yahoo-finance-chart
2020-10-14,251.99000549316406,252.0,239.0,243.17999267578125,243.17999267578125,1707500,,SNOW.US,Snowflake,yahoo-finance-chart
2020-10-15,236.02999877929688,241.35499572753906,231.4600067138672,241.0,241.0,1843600,,SNOW.US,Snowflake,yahoo-finance-chart
2020-10-16,242.0,245.99000549316406,241.58999633789062,242.52000427246094,242.52000427246094,1016000,,SNOW.US,Snowflake,yahoo-finance-chart
2020-10-19,245.0,249.86000061035156,243.0,246.77999877929688,246.77999877929688,1535100,,SNOW.US,Snowflake,yahoo-finance-chart
2020-10-20,247.0,252.5,243.3000030517578,251.77000427246094,251.77000427246094,1734300,,SNOW.US,Snowflake,yahoo-finance-chart
2020-10-21,251.64999389648438,271.2900085449219,250.35000610351562,270.6099853515625,270.6099853515625,3359500,,SNOW.US,Snowflake,yahoo-finance-chart
2020-10-22,269.010009765625,301.0,263.0,297.0899963378906,297.0899963378906,5192800,,SNOW.US,Snowflake,yahoo-finance-chart
2020-10-23,290.3399963378906,294.0,262.239990234375,265.04998779296875,265.04998779296875,5619300,,SNOW.US,Snowflake,yahoo-finance-chart
2020-10-26,266.07000732421875,271.0,244.6300048828125,251.38999938964844,251.38999938964844,4040100,,SNOW.US,Snowflake,yahoo-finance-chart
2020-10-27,254.88999938964844,273.0,253.99000549316406,266.7699890136719,266.7699890136719,3492900,,SNOW.US,Snowflake,yahoo-finance-chart
2020-10-28,258.5,272.5299987792969,254.00999450683594,272.44000244140625,272.44000244140625,2094300,,SNOW.US,Snowflake,yahoo-finance-chart
2020-10-29,273.79998779296875,276.2200012207031,264.1600036621094,265.8800048828125,265.8800048828125,1146900,,SNOW.US,Snowflake,yahoo-finance-chart
2020-10-30,261.0299987792969,262.6300048828125,241.5,250.02000427246094,250.02000427246094,2397600,,SNOW.US,Snowflake,yahoo-finance-chart
2020-11-02,254.10000610351562,260.82501220703125,247.0,252.22999572753906,252.22999572753906,1301000,,SNOW.US,Snowflake,yahoo-finance-chart
2020-11-03,256.0,264.5400085449219,254.0500030517578,262.1300048828125,262.1300048828125,1376400,,SNOW.US,Snowflake,yahoo-finance-chart
2020-11-04,270.7900085449219,274.8699951171875,262.20001220703125,263.9100036621094,263.9100036621094,1394700,,SNOW.US,Snowflake,yahoo-finance-chart
2020-11-05,271.4800109863281,271.69000244140625,258.8999938964844,263.2099914550781,263.2099914550781,1272500,,SNOW.US,Snowflake,yahoo-finance-chart
2020-11-06,263.44000244140625,270.0,259.20001220703125,265.0,265.0,986800,,SNOW.US,Snowflake,yahoo-finance-chart
2020-11-09,263.989990234375,265.95001220703125,239.0,239.83999633789062,239.83999633789062,2965900,,SNOW.US,Snowflake,yahoo-finance-chart
2020-11-10,249.64999389648438,249.94000244140625,229.97999572753906,235.67999267578125,235.67999267578125,2266800,,SNOW.US,Snowflake,yahoo-finance-chart
2020-11-11,241.7100067138672,246.88999938964844,237.5,240.75999450683594,240.75999450683594,1442400,,SNOW.US,Snowflake,yahoo-finance-chart
2020-11-12,243.8000030517578,244.2030029296875,232.16000366210938,235.3800048828125,235.3800048828125,1741200,,SNOW.US,Snowflake,yahoo-finance-chart
2020-11-13,237.11000061035156,241.625,232.3000030517578,234.8000030517578,234.8000030517578,1487700,,SNOW.US,Snowflake,yahoo-finance-chart
2020-11-16,234.0,244.17999267578125,230.25,241.85000610351562,241.85000610351562,1799500,,SNOW.US,Snowflake,yahoo-finance-chart
2020-11-17,245.0,251.55999755859375,243.72999572753906,248.02999877929688,248.02999877929688,1629600,,SNOW.US,Snowflake,yahoo-finance-chart
2020-11-18,253.0,262.2699890136719,250.73500061035156,260.5400085449219,260.5400085449219,2202300,,SNOW.US,Snowflake,yahoo-finance-chart
2020-11-19,259.2099914550781,268.57000732421875,253.25,264.0,264.0,1592100,,SNOW.US,Snowflake,yahoo-finance-chart
2020-11-20,269.0,273.1650085449219,264.0,266.0,266.0,1592000,,SNOW.US,Snowflake,yahoo-finance-chart
2020-11-23,267.1000061035156,274.1499938964844,259.1000061035156,274.1499938964844,274.1499938964844,1347600,,SNOW.US,Snowflake,yahoo-finance-chart
2020-11-24,275.1000061035156,283.3900146484375,267.489990234375,282.1000061035156,282.1000061035156,1730600,,SNOW.US,Snowflake,yahoo-finance-chart
2020-11-25,277.7799987792969,309.7699890136719,277.29998779296875,303.0199890136719,303.0199890136719,2912100,,SNOW.US,Snowflake,yahoo-finance-chart
2020-11-27,310.0,334.6199951171875,309.7300109863281,328.7900085449219,328.7900085449219,3293800,,SNOW.US,Snowflake,yahoo-finance-chart
2020-11-30,338.3800048828125,342.0,312.1300048828125,325.8399963378906,325.8399963378906,3550400,,SNOW.US,Snowflake,yahoo-finance-chart
2020-12-01,321.6300048828125,326.0,302.2799987792969,305.6400146484375,305.6400146484375,2651800,,SNOW.US,Snowflake,yahoo-finance-chart
2020-12-02,293.7900085449219,306.739990234375,288.0,292.69000244140625,292.69000244140625,3575300,,SNOW.US,Snowflake,yahoo-finance-chart
2020-12-03,290.5400085449219,343.0,289.0,339.8900146484375,339.8900146484375,11102600,,SNOW.US,Snowflake,yahoo-finance-chart
2020-12-04,335.3999938964844,395.79998779296875,334.0,387.70001220703125,387.70001220703125,18611700,,SNOW.US,Snowflake,yahoo-finance-chart
2020-12-07,393.5,404.42999267578125,371.0,388.9599914550781,388.9599914550781,8134900,,SNOW.US,Snowflake,yahoo-finance-chart
2020-12-08,388.79998779296875,429.0,386.25,390.0,390.0,11511700,,SNOW.US,Snowflake,yahoo-finance-chart
2020-12-09,393.3999938964844,406.989990234375,361.0119934082031,371.260009765625,371.260009765625,8980200,,SNOW.US,Snowflake,yahoo-finance-chart
2020-12-10,362.0,390.07000732421875,360.6099853515625,373.2799987792969,373.2799987792969,4906300,,SNOW.US,Snowflake,yahoo-finance-chart
2020-12-11,360.3999938964844,369.1000061035156,347.260009765625,353.9599914550781,353.9599914550781,6362600,,SNOW.US,Snowflake,yahoo-finance-chart
2020-12-14,352.489990234375,357.9800109863281,327.1600036621094,329.1499938964844,329.1499938964844,6977100,,SNOW.US,Snowflake,yahoo-finance-chart
2020-12-15,308.9800109863281,329.0,303.5400085449219,328.6099853515625,328.6099853515625,20379200,,SNOW.US,Snowflake,yahoo-finance-chart
2020-12-16,328.42999267578125,338.8900146484375,320.0899963378906,329.9700012207031,329.9700012207031,6427700,,SNOW.US,Snowflake,yahoo-finance-chart
2020-12-17,333.82000732421875,337.1000061035156,323.4930114746094,325.5400085449219,325.5400085449219,3717100,,SNOW.US,Snowflake,yahoo-finance-chart
2020-12-18,332.7699890136719,346.8800048828125,324.8800048828125,334.25,334.25,8116000,,SNOW.US,Snowflake,yahoo-finance-chart
2020-12-21,329.0,350.0,329.0,349.8500061035156,349.8500061035156,5879500,,SNOW.US,Snowflake,yahoo-finance-chart
